CL_NM,TRRSRT_NM,TRRSRT_ADDR,ORIGIN_CL_NM,ANALS_BEGIN_DE,ANALS_END_DE,AVRG_SCORE_VALUE,CORE_KWRD_CN,CORE_KWRD_CO,AFRM_KWRD_CN,AFRM_KWRD_CO,NEGA_KWRD_CN,NEGA_KWRD_CO
기타,제주산방산탄산온천,제주 서귀포시 안덕면 사계북로41번길 192,NAVER,20230701,20231231,0,"온천,탄산,노천,여행,방문,피부,야외,이용,제주,피로",287,,0,피로,1
기타,오설록 티 뮤지엄,제주 서귀포시 안덕면 신화역사로 15,NAVER,20230701,20231231,0,"녹차,아이스크림,오설록,음료,선물,메뉴,공간,평일,구경,디저트",186,,0,,0
기타,명월국민학교,제주 제주시 한림읍 명월로 48,NAVER,20230701,20231231,0,"아이,추억,방문,국민학교,카페,떡볶이,음료,제주,커피,운동장",136,추억,1,,0
레저관광,김녕요트투어,제주 제주시 구좌읍 구좌해안로 229-16,NAVER,20230701,20231231,0,"돌고래,요트,친절,직원,낚시,투어,시간,추억,파도,여행",139,"친절,추억",2,,0
레저관광,서귀포잠수함,제주 서귀포시 남성중로 40,NAVER,20230701,20231231,0,"아이,잠수함,물고기,시간,경험,바닷속,사진,여행,친절,생각",114,친절,1,,0
레저관광,제주 레일바이크,제주 제주시 구좌읍 용눈이오름로 641,NAVER,20230701,20231231,0,"자동,코스,풍경,레일바이크,아이,제주,소음,구경,소리,사진",250,,0,,0
레저관광,제주레포츠랜드,제주 제주시 조천읍 와흘상서2길 47,NAVER,20230701,20231231,0,"카트,아이,친절,코스,제주,장거리,시간,레포츠,방문,여행",293,친절,1,,0
레저관광,제주제트,제주 서귀포시 대포로 172-5,NAVER,20230701,20231231,0,"시간,주상절리,보트,예약,재미,가족,얼굴,최악,직원,파라",71,재미,1,최악,1
키즈,뽀로로&타요테마파크 제주,제주 서귀포시 안덕면 병악로 269,NAVER,20230701,20231231,0,"아이,뽀로로,시간,기구,놀이,아기,실내,방문,공연,제주도",882,,0,,0
키즈,아쿠아플라넷 제주,제주 서귀포시 성산읍 섭지코지로 95,NAVER,20230701,20231231,0,"공연,아이,볼거리,시간,아쿠아리움,제주,방문,아레나,규모,관람",851,,0,,0
테마파크,라온 더마파크,제주 제주시 한림읍 월림7길 155,NAVER,20230701,20231231,0,"공연,아이,체험,카트,승마,시간,기대,연기,부모,사진",631,기대,1,,0
테마파크,메이즈랜드,제주 제주시 구좌읍 비자림로 2134-47,NAVER,20230701,20231231,0,"아이,미로,시간,사진,지도,메이즈랜드,날씨,박물관,생각,추천",369,추천,1,,0
테마파크,여미지식물원,제주 서귀포시 중문관광로 93,NAVER,20230701,20231231,0,"식물,실내,정원,식물원,구경,볼거리,방문,산책,관리,다양",468,,0,,0
테마파크,브릭캠퍼스,제주 제주시 1100로 3047,NAVER,20230701,20231231,0,"아이,레고,작품,시간,체험,블럭,볼거리,브릭,어른,구경",444,,0,,0
테마파크,일출랜드,제주 서귀포시 성산읍 중산간동로 4150-30,NAVER,20230701,20231231,0,"미천,동굴,산책,볼거리,관람,다양,마음,생각,구경,방문",149,,0,,0
테마파크,상효원,제주 서귀포시 산록남로 2847-37,NAVER,20230701,20231231,0,"사진,수국,산책,축제,시간,상효원,벚꽃,튤립,기차,방문",355,,0,,0
테마파크,소인국테마파크,제주 서귀포시 안덕면 중산간서로 1878,NAVER,20230701,20231231,0,"아이,사진,볼거리,세계,생각,열차,방문,구경,여행,소인국",295,,0,,0
테마파크,스누피가든,제주 제주시 구좌읍 금백조로 930,NAVER,20230701,20231231,0,"스누피,아이,사진,야외,시간,가든,실내,방문,생각,실외",989,,0,,0
테마파크,신화테마파크제주,제주 서귀포시 안덕면 신화역사로304번길 38,NAVER,20230701,20231231,0,"아이,기구,놀이,시간,신화,월드,놀이기구,이용,테마파크,직원",334,,0,,0
테마파크,제주돌문화공원,제주 제주시 조천읍 남조로 2023,NAVER,20230701,20231231,0,"사진,산책,제주,박물관,볼거리,방문,코스,공원,규모,문화",290,,0,,0
테마파크,제주민속촌,제주 서귀포시 표선면 민속해안로 631-34,NAVER,20230701,20231231,0,"공연,제주,민속촌,아이,방문,구경,체험,사진,볼거리,시간",792,,0,,0
테마파크,카멜리아힐,제주 서귀포시 안덕면 병악로 166,NAVER,20230701,20231231,0,"수국,사진,산책,방문,산책로,카멜리아,동백,구경,힐링,날씨",917,힐링,1,,0
테마파크,한림공원,제주 제주시 한림읍 한림로 300,NAVER,20230701,20231231,0,"동굴,공원,볼거리,식물,다양,시간,공작새,수국,산책,한림",935,,0,,0
테마파크,제주허브동산,제주 서귀포시 표선면 돈오름로 170,NAVER,20230701,20231231,0,"족욕,사진,허브,방문,야간,조명,동산,볼거리,체험,저녁",411,,0,,0
테마파크,화조원,제주 제주시 애월읍 애원로 804,NAVER,20230701,20231231,0,"아이,동물,먹이,체험,알파카,공연,관리,독수리,가까이,방문",750,,0,,0
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,NAVER,20230701,20231231,0,"이중섭,작품,미술관,그림,전시,작가,감상,관람,거리,화가",229,,0,,0
자연,비자림,제주 제주시 구좌읍 비자숲길 55,NAVER,20230701,20231231,0,"비자,산책,힐링,제주,나무,공기,산책로,피톤치드,자연,방문",544,힐링,1,,0
자연,만장굴,제주 제주시 구좌읍 만장굴길 182,NAVER,20230701,20231231,0,"동굴,여름,만장,용암,아이,필수,조심,방문,바닥,운동화",191,,0,,0
자연,성산일출봉,제주 서귀포시 성산읍 성산리 1,NAVER,20230701,20231231,0,"일출봉,성산,코스,무료,정상,경관,유료,바람,정도,자연",272,,0,,0
자연,서귀포치유의숲,제주 서귀포시 산록남로 2271,NAVER,20230701,20231231,0,"치유,힐링,산책,이름,서귀포,코스,직원,입구,오름,나무",183,"치유,힐링",2,,0
공연전시,아프리카박물관,제주 서귀포시 이어도로 49,NAVER,20230701,20231231,0,"아이,아프리카,도슨트,악기,박물관,교육,주말,행사,체험,문화",166,,0,,0
공연전시,초콜릿랜드,제주 서귀포시 중문관광로110번길 15,NAVER,20230701,20231231,0,"아이,체험,초콜릿,시간,초콜렛,마카롱,피자,친절,방문,가격",238,친절,1,,0
기타,삼성혈,제주 제주시 삼성로 22,NAVER,20230701,20231231,0,"제주,삼성혈,벚꽃,산책,나무,설명,힐링,시간,생각,근처",229,힐링,1,,0
레저관광,마라도가는여객선,제주 서귀포시 대정읍 송악관광로 424,NAVER,20230701,20231231,0,"마라도,짜장면,마라,바람,남단,시간,여객선,날씨,풍경,여행",255,,0,,0
자연,산양큰엉곶,제주 제주시 한경면 청수리 956-6,NAVER,20230701,20231231,0,"반딧불이,사진,아이,반딧불,산책,체험,경험,포토존,방문,처음",693,,0,,0
테마파크,방림원,제주 제주시 한경면 용금로 864,NAVER,20230701,20231231,0,"정원,산책,식물,생각,다양,정성,강아지,시간,사진,방문",145,정성,1,,0
테마파크,제주무민랜드,제주 서귀포시 안덕면 병악로 420,NAVER,20230701,20231231,0,"무민,아이,사진,카페,랜드,시간,생각,볼거리,구경,실내",486,,0,,0
테마파크,다이나믹메이즈제주,제주 서귀포시 표선면 번영로 2644,NAVER,20230701,20231231,0,"아이,어른,시간,제주도,체험,방문,가족,여행,초등,추억",346,추억,1,,0
공연전시,감귤박물관,제주 서귀포시 효돈순환로 441,NAVER,20230701,20231231,0,"카페,감귤,공사,스무디,무료,체험,음료,한라봉,아이,가성비",49,,0,,0
테마파크,에코랜드,제주 제주시 조천읍 번영로 1278-169,NAVER,20230701,20231231,0,"아이,기차,사진,에코랜드,방문,볼거리,여행,구경,시간,제주",987,,0,,0
공연전시,숨도,제주 서귀포시 일주동로 8941,NAVER,20230701,20231231,0,"수국,카페,방문,예약,관람,할인,사진,힐링,시간,제주",165,힐링,1,,0
공연전시,제주유리박물관,제주 서귀포시 중산간서로 1403,NAVER,20230701,20231231,0,"체험,유리,아이,작품,구경,설명,친절,접시,꽃병,방문",291,친절,1,,0
공연전시,제주해양동물박물관,제주 서귀포시 성산읍 서성일로 689-21,NAVER,20230701,20231231,0,"아이,친절,유익,설명,전시,놀이터,직원,체험,시간,해양",472,친절,1,,0
공연전시,그리스신화박물관,제주 제주시 한림읍 광산로 942,NAVER,20230701,20231231,0,"아이,그리스,신화,사진,로마,설명,냄새,관리,트릭아트,내용",190,,0,,0
기타,섬타르,제주 제주시 다랑곶1길 9,NAVER,20230701,20231231,0,"타르트,친절,종류,다양,디저트,제주도,방문,커피,제주,직원",496,친절,1,,0
기타,망고레이섭지코지점,제주 서귀포시 성산읍 신양로 102,NAVER,20230701,20231231,0,"망고,가격,필리핀,친절,코코넛,음료,애플,빙수,분위기,추천",121,"친절,추천",2,,0
레저관광,걸리버여행기,제주 제주시 우도면 우도로 1,NAVER,20230701,20231231,0,"우도,여행,친절,설명,전기,이용,추천,자동차,매장,주변",66,"친절,추천",2,,0
레저관광,산방산유람선,제주 서귀포시 안덕면 화순해안로106번길 16,NAVER,20230701,20231231,0,"날씨,유람선,선장,시간,여행,산방산,설명,형제섬,추천,해설",293,추천,1,,0
레저관광,제주바다체험장,제주 제주시 구좌읍 동복리 608-3,NAVER,20230701,20231231,0,"아이,체험,상어,친절,바다,물고기,문어,사장,시간,낚시",195,친절,1,,0
레저관광,제주실탄사격장,제주 서귀포시 소보리당로164번길 62,NAVER,20230701,20231231,0,"사격,실탄,친절,처음,경험,설명,방문,체험,생각,다음",473,친절,1,,0
레저관광,중문오프로드체험장,제주 서귀포시 상예로 349,NAVER,20230701,20231231,0,"친절,다음,오프로드,코스,제주도,사진,체험,처음,추천,사장",746,"친절,추천",2,,0
레저관광,중문카트,제주 서귀포시 일주서로 1114,NAVER,20230701,20231231,0,"카트,아이,방문,친절,중문,시간,고민,코스,다음,리뷰",81,친절,1,고민,1
레저관광,퍼시픽마리나,제주 서귀포시 중문관광로 154-17,NAVER,20230701,20231231,0,"친절,직원,바다,요트,낚시,날씨,시간,이용,체험,아이",289,친절,1,,0
체험,세별헤이요목장,제주특별자치도 제주시 애월읍 평화로 1529,NAVER,20230701,20231231,0,"동물,먹이,아이,체험,관리,아기,다양,생각,경험,자유",264,자유,1,,0
키즈,서프라이즈테마파크,제주 제주시 조천읍 남조로 2243,NAVER,20230701,20231231,0,"아이,저녁,방문,생각,로봇,사진,시간,야경,볼거리,작품",121,,0,,0
키즈,액트몬,제주 서귀포시 중문관광로 205,NAVER,20230701,20231231,0,"게임,아이,시간,오락실,레이저,서바이벌,이용,기계,자동차,동안",121,,0,,0
키즈,제주코코몽에코파크,제주 서귀포시 남원읍 태위로 536 제주코코몽에코파크,NAVER,20230701,20231231,0,"아이,친절,시간,직원,실내,시설,기차,체험,다음,제주도",318,친절,1,,0
테마파크,블루마운틴4255,제주 서귀포시 성산읍 중산간동로 4255,NAVER,20230701,20231231,0,"족욕,커피,힐링,친절,설명,하루,부모,오늘,종일,아기",106,"힐링,친절",2,,0
테마파크,생각하는정원,제주 제주시 한경면 녹차분재로 675,NAVER,20230701,20231231,0,"분재,정원,생각,방문,산책,사진,부모,추천,제주,원장",251,추천,1,,0
테마파크,쇠소깍산물관광농원,제주 서귀포시 남원읍 하례로 90,NAVER,20230701,20231231,0,"패스,투어,볼거리,방문,물건,제주,귤피차,사진,체험,친절",137,친절,1,,0
테마파크,훈데르트바서파크,제주 제주시 우도면 우도해안길 32-12,NAVER,20230701,20231231,0,"우도,작가,전시,사진,정은혜,아이,작품,시간,볼거리,전시회",434,,0,,0
테마파크,액티브파크,제주 제주시 한림읍 금능남로 76 ,NAVER,20230701,20231231,0,"아이,친절,시간,체험,카트,직원,클라이밍,방문,안전,선생",610,"친절,안전",2,,0
테마파크,베니스랜드,제주 서귀포시 성산읍 난산리 2575,NAVER,20230701,20231231,0,"곤돌라,아이,사진,보물찾기,베니스,랜드,체험,볼거리,가족,잉어",378,,0,,0
자연,천제연폭포,제주 서귀포시 천제연로 132 천제연폭포관리소,NAVER,20230701,20231231,0,"폭포,계단,천제연폭포,다리,천제,공사,주차장,사진,관람,폭포수",98,,0,,0
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,NAVER,20230701,20231231,0,"해안,용머리,날씨,사진,경관,입장,산책,방문,파도,바다",128,,0,,0
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,NAVER,20230701,20231231,0,"폭포,바다,정방폭포,사진,제주도,근처,유일,장관,마음,경관",192,,0,,0
자연,대포주상절리,제주 서귀포시 이어도로 36-24,NAVER,20230701,20231231,0,"공사,주상절리,주차,입장료,제주,기대,방문,사진,풍경,대포",129,기대,1,,0
기타,더힐링타임,제주 제주시 서해안로 652,NAVER,20230701,20231231,0,"족욕,여행,힐링,피로,친절,체험,설명,제주,타임,시간",178,"힐링,친절",2,피로,1
기타,신화월드 랜딩다이닝,제주 서귀포시 안덕면 신화역사로304번길 38 랜딩관 제주신화월드 호텔앤리조트 G층,NAVER,20230701,20231231,0,"음식,참치,가족,해산물,가격,구이,친절,해체,뷔페,최고",243,친절,1,,0
기타,신화월드 스카이 온 파이브 다이닝,제주 서귀포시 안덕면 신화역사로304번길 38 메리어트관 제주신화월드 호텔앤리조트 5층,NAVER,20230701,20231231,0,"음식,친절,메뉴,와인,예약,종류,제한,만족,할인,직원",350,"친절,만족",2,,0
레저관광,고스트타운,제주 제주시 애월읍 부룡수길 35-12,NAVER,20230701,20231231,0,"아이,제주도,고스트,공포,추천,인형,직원,상황,시간,중간",65,추천,1,공포,1
레저관광,중문승마공원,제주 서귀포시 이어도로 244,NAVER,20230701,20231231,0,"체험,코스,승마,친절,사진,직원,감사,아이,바다,방문",217,친절,1,,0
자연,천지연폭포,제주 서귀포시 천지동 667-7,NAVER,20230701,20231231,0,"폭포,천지연폭포,방문,사진,경관,시간,산책,제주,코스,구경",177,,0,,0
기타,제주그림카페,제주 서귀포시 안덕면 녹차분재로 218,NAVER,20230701,20231231,0,"사진,카페,그림,친절,음료,박물관,커피,가격,느낌,항공",72,"친절,느낌",2,,0
기타,난드르깡통구이,제주 서귀포시 안덕면 대평감산로 14,NAVER,20230701,20231231,0,"직원,방문,돼지,목살,김치찌개,친절,고기,기분,의사,소주",70,친절,1,,0
공연전시,노형슈퍼마켙,제주특별자치도 제주시 노형로 89,KAKAO,20230701,20231231,55,"뮤지컬,직원,생각,영상,본인,안내,배우,공연,입장료,친구",75,,0,,0
공연전시,빛의벙커,제주 서귀포시 성산읍 고성리 2039-22,KAKAO,20230701,20231231,75,"미술,작품,감상,관람,그림,전시,실망,시간,느낌,기분",91,느낌,1,실망,1
공연전시,세계자동차박물관,제주 서귀포시 안덕면 중산간서로 1610,KAKAO,20230701,20231231,90,"피아노,자동차,박물관,직원,친절,관심,사슴,사랑,소리,기대",69,"친절,사랑,기대",3,,0
공연전시,수목원테마파크,제주 제주시 은수길 69,KAKAO,20230701,20231231,70,"얼음,썰매,가격",3,,0,,0
공연전시,아리랑공연장,제주 서귀포시 표선면 번영로 2564-21,KAKAO,20230701,20231231,93,"공연,무대,객석,전통,제주도,태권도,한국,무용,종합,예술",53,,0,,0
공연전시,윈드1947카트 테마파크,제주 서귀포시 토평공단로 78-27,KAKAO,20230701,20231231,70,"코스,친절,카트,직원,포토존,대기,방문,복귀,풍경,매연",56,친절,1,,0
공연전시,테디베어박물관,제주 서귀포시 중문관광로110번길 31,KAKAO,20230701,20231231,50,"기분,잡상인,후원,입장료,여행,생각,조형물,볼거리,테디베어,인형",28,,0,,0
공연전시,헬로키티아일랜드,제주 서귀포시 안덕면 한창로 340,KAKAO,20230701,20231231,60,"사진,생각,만족,에어컨,곰팡이,냄새,이야기,구성,동선,엉망",31,만족,1,,0
공연전시,피규어뮤지엄제주,제주 서귀포시 안덕면 한창로 243,KAKAO,20230701,20231231,100,"퀄리티,추천,관장,캐릭터,생각,꺼리,방문,할인,포토스팟,마련",30,추천,1,,0
공연전시,스카이워터쇼,제주 제주시 구좌읍 번영로 2172-80,KAKAO,20230701,20231231,93,"아동,학대,경의,마음,심리,계속,아빠,엄마,사고,처음",13,,0,,0
기타,제주산방산탄산온천,제주 서귀포시 안덕면 사계북로41번길 192,KAKAO,20230701,20231231,83,"온천,방문,탄산,느낌,야외,피부,노천,기대,이색,예약",80,"느낌,기대",2,,0
기타,오설록 티 뮤지엄,제주 서귀포시 안덕면 신화역사로 15,KAKAO,20230701,20231231,77,"녹차,아이스크림,직원,제주도,카페,체험,관광지,제주,친절,오설록",114,친절,1,,0
기타,명월국민학교,제주 제주시 한림읍 명월로 48,KAKAO,20230701,20231231,70,"음료,추억,카페,사진,주문,분위기,입장,직원,소스,종류",68,추억,1,,0
레저관광,김녕요트투어,제주 제주시 구좌읍 구좌해안로 229-16,KAKAO,20230701,20231231,100,"친절,다과,낚시,준비,번창,추억",6,"친절,추억",2,,0
레저관광,서귀포잠수함,제주 서귀포시 남성중로 40,KAKAO,20230701,20231231,68,"잠수함,훼손,제주,경험,물고기,관람,입장료,홍보,지인,뉴스",49,,0,훼손,1
레저관광,제주 레일바이크,제주 제주시 구좌읍 용눈이오름로 641,KAKAO,20230701,20231231,61,"낭비,방문,소리,쇳소리,자동,시간,음악,정도,후기,풍경",59,,0,,0
레저관광,제주레포츠랜드,제주 제주시 조천읍 와흘상서2길 47,KAKAO,20230701,20231231,88,"카트,체험,서바이벌,체험장,방문,친절,친구,라인,가족,직원",111,친절,1,,0
레저관광,제주제트,제주 서귀포시 대포로 172-5,KAKAO,20230701,20231231,71,"친절,보트,재미,스릴,기분,제트,최고,중문,해수욕장,근처",44,"친절,재미",2,,0
키즈,뽀로로&타요테마파크 제주,제주 서귀포시 안덕면 병악로 269,KAKAO,20230701,20231231,86,"아이,뽀로로,직원,작년,제주도,이번,키즈,카페,마지막,감사",61,,0,,0
키즈,아쿠아플라넷 제주,제주 서귀포시 성산읍 섭지코지로 95,KAKAO,20230701,20231231,89,"공연,아이,돌고래,최고,동물,가격,카드,제주도,단체,관광객",100,,0,,0
테마파크,라온 더마파크,제주 제주시 한림읍 월림7길 155,KAKAO,20230701,20231231,57,"승마,직원,공연,카트,안전,친절,체험,설명,날씨,요원",53,"안전,친절",2,,0
테마파크,메이즈랜드,제주 제주시 구좌읍 비자림로 2134-47,KAKAO,20230701,20231231,85,"미로,퍼즐,외부,산책로,마지막,박물관,생각,체험,제주패스,투어",34,,0,,0
테마파크,여미지식물원,제주 서귀포시 중문관광로 93,KAKAO,20230701,20231231,86,"구경,실외,식물,실내,중간,정원,느낌,전망대,대비,만족",50,"느낌,만족",2,,0
테마파크,브릭캠퍼스,제주 제주시 1100로 3047,KAKAO,20230701,20231231,89,"레고,시간,아이,실내,박물관,여자,구경,기념품,호불호,브릭",55,,0,,0
테마파크,일출랜드,제주 서귀포시 성산읍 중산간동로 4150-30,KAKAO,20230701,20231231,90,"패키지,미천,아열대,식물원,힐링,걷기",6,힐링,1,,0
테마파크,상효원,제주 서귀포시 산록남로 2847-37,KAKAO,20230701,20231231,73,"산책,입장료,구경,축제,지금,느낌,식물,전체,만족,가을",18,"느낌,만족",2,,0
테마파크,소인국테마파크,제주 서귀포시 안덕면 중산간서로 1878,KAKAO,20230701,20231231,92,"시설,세계,유명,사진,스팟,건축물,주차,힘듦,단조,건물",11,유명,1,,0
테마파크,스누피가든,제주 제주시 구좌읍 금백조로 930,KAKAO,20230701,20231231,92,"스누피,아이,정원,실내,가든,방문,정도,야외,생각,카페",226,,0,,0
테마파크,신화테마파크제주,제주 서귀포시 안덕면 신화역사로304번길 38,KAKAO,20230701,20231231,58,"이용,인생,기념품,아이,한국,테마파크,외국,자랑,스릴,놀이",37,자랑,1,,0
테마파크,제주돌문화공원,제주 제주시 조천읍 남조로 2023,KAKAO,20230701,20231231,93,"추천,시간,공간,코스,방문,만족,저스디스,볼거,풍경,박물관",56,"추천,만족",2,,0
테마파크,제주민속촌,제주 서귀포시 표선면 민속해안로 631-34,KAKAO,20230701,20231231,76,"입장,안내,귀몽,고스트,입장료,행사,호텔,세이프,번호,결제",37,,0,,0
테마파크,카멜리아힐,제주 서귀포시 안덕면 병악로 166,KAKAO,20230701,20231231,81,"동백꽃,동백,정원,수국,생각,포토존,카멜리아,방문,시기,제주도",159,,0,,0
테마파크,한림공원,제주 제주시 한림읍 한림로 300,KAKAO,20230701,20231231,92,"생각,입장료,정도,추천,공원,여름,식물,계절,방문,타조",77,추천,1,,0
테마파크,제주허브동산,제주 서귀포시 표선면 돈오름로 170,KAKAO,20230701,20231231,68,"예약,조명,야간,족욕,필수,허브,동산,겨울,사진,후기",37,,0,,0
테마파크,화조원,제주 제주시 애월읍 애원로 804,KAKAO,20230701,20231231,64,"관리,동물,알파카,장소,최악,사진,다리,기념품,맹금류,입구",91,,0,최악,1
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,KAKAO,20230701,20231231,84,"이중섭,작품,미술관,작가,제주,관람,그림,관광,화가,느낌",93,느낌,1,,0
자연,비자림,제주 제주시 구좌읍 비자숲길 55,KAKAO,20230701,20231231,90,"비자나무,비자,산책,산책로,나무,입장료,피톤치드,보존,공기,숲길",134,,0,,0
자연,만장굴,제주 제주시 구좌읍 만장굴길 182,KAKAO,20230701,20231231,85,"동굴,바닥,여름,추천,방문,만장,왕복,자연,입장료,우비",110,추천,1,,0
자연,성산일출봉,제주 서귀포시 성산읍 성산리 1,KAKAO,20230701,20231231,98,"성산,일출봉,일출,정상,경치,장소,여름,제주,풍경,등산",50,,0,,0
자연,서귀포치유의숲,제주 서귀포시 산록남로 2271,KAKAO,20230701,20231231,98,"코스,다양,치유,선택,개별,이름,수림,몇십메터,쉼터,의자",52,"치유,선택",2,,0
공연전시,초콜릿랜드,제주 서귀포시 중문관광로110번길 15,KAKAO,20230701,20231231,20,"최악,전시관,의미,먼지,피지,마카롱,초콜릿,체험,위주,운영",11,,0,최악,1
기타,삼성혈,제주 제주시 삼성로 22,KAKAO,20230701,20231231,83,"포함,도민,할인,주차,삼성혈,동영상,시청각,정도,소요,부족",20,,0,부족,1
레저관광,마라도가는여객선,제주 서귀포시 대정읍 송악관광로 424,KAKAO,20230701,20231231,70,"마라도,송악산,시간,바다,이용,최고,근처,마라,여객선,터미널",68,,0,,0
자연,산양큰엉곶,제주 제주시 한경면 청수리 956-6,KAKAO,20230701,20231231,80,"사진,가마터,제주도,값어치,허무,정도,관리,느낌,포토스팟,스타",10,느낌,1,,0
테마파크,방림원,제주 제주시 한경면 용금로 864,KAKAO,20230701,20231231,80,"한라산,모양,식물,개구리,생각",5,,0,,0
테마파크,제주무민랜드,제주 서귀포시 안덕면 병악로 420,KAKAO,20230701,20231231,76,"무민,실망,캐릭터,카페,기분,이해,할인,정가,메인,박물관",26,이해,1,실망,1
테마파크,다이나믹메이즈제주,제주 서귀포시 표선면 번영로 2644,KAKAO,20230701,20231231,97,"아이,양말,착용,필수,체험,직원,친절,리뉴얼,실내,가족",29,친절,1,,0
공연전시,감귤박물관,제주 서귀포시 효돈순환로 441,KAKAO,20230701,20231231,51,"체험,감귤,공사,무료,건물,시설,쿠키,영업,풍경,카페",84,,0,,0
테마파크,에코랜드,제주 제주시 조천읍 번영로 1278-169,KAKAO,20230701,20231231,80,"기차,방문,시간,코스,사진,아이,신경,추천,제주도,경치",83,추천,1,,0
공연전시,숨도,제주 서귀포시 일주동로 8941,KAKAO,20230701,20231231,60,"산책,정원,카페,분위기,입장료,생각,상효원,추천",8,추천,1,,0
공연전시,제주해양동물박물관,제주 서귀포시 성산읍 서성일로 689-21,KAKAO,20230701,20231231,100,"친절,아이,직원,즉흥,운영,후기,관람,학습,상태,교육",52,친절,1,,0
공연전시,그리스신화박물관,제주 제주시 한림읍 광산로 942,KAKAO,20230701,20231231,73,"트릭아트,사진,시설,관리,미흡,통합,구매,기대,유익,커플",15,기대,1,,0
기타,섬타르,제주 제주시 다랑곶1길 9,KAKAO,20230701,20231231,76,"타르트,생각,알바,마싯어여,다음,크기,정도,가격,입맛,방문",18,,0,,0
기타,망고레이섭지코지점,제주 서귀포시 성산읍 신양로 102,KAKAO,20230701,20231231,72,"망고,가격,코코넛,조합,기준,일반,냉동,빙수,쉐이크,정도",21,,0,,0
레저관광,걸리버여행기,제주 제주시 우도면 우도로 1,KAKAO,20230701,20231231,20,"근처,사장,직원,싸가지",4,,0,,0
레저관광,산방산유람선,제주 서귀포시 안덕면 화순해안로106번길 16,KAKAO,20230701,20231231,80,"제주,여행,마지막,바다",4,,0,,0
레저관광,제주바다체험장,제주 제주시 구좌읍 동복리 608-3,KAKAO,20230701,20231231,20,"종류,시간,제주,동복,생물,신축,이전,기대,야외,규모",19,기대,1,,0
레저관광,제주실탄사격장,제주 서귀포시 소보리당로164번길 62,KAKAO,20230701,20231231,100,"친절,설명,선택,제주,여행,코스,체인,방문,실탄,사격",13,"친절,선택",2,,0
레저관광,중문오프로드체험장,제주 서귀포시 상예로 349,KAKAO,20230701,20231231,20,"친절,예약,잠수,사장,덕분,일정",6,친절,1,,0
