CL_NM,TRRSRT_NM,TRRSRT_ADDR,ORIGIN_CL_NM,ANALS_BEGIN_DE,ANALS_END_DE,AVRG_SCORE_VALUE,CORE_KWRD_CN,CORE_KWRD_CO,AFRM_KWRD_CN,AFRM_KWRD_CO,NEGA_KWRD_CN,NEGA_KWRD_CO
체험,세별헤이요목장,제주특별자치도 제주시 애월읍 평화로 1529,KAKAO,20230701,20231231,63,"먹이,동물,체험,입장료,정도,폭염,친절,동영상,여우,아이",59,친절,1,,0
키즈,서프라이즈테마파크,제주 제주시 조천읍 남조로 2243,KAKAO,20230701,20231231,100,"아이,관리,구경,사장,화장실,이용,시설,볼거리,정도,시간대",17,,0,,0
키즈,액트몬,제주 서귀포시 중문관광로 205,KAKAO,20230701,20231231,70,"표정,아이,시간,오락기,수리,요구,제주패스,이용,매표,직원",21,,0,,0
키즈,제주코코몽에코파크,제주 서귀포시 남원읍 태위로 536 제주코코몽에코파크,KAKAO,20230701,20231231,50,"정도,주차,애기,산책로,수목원,자연,향기,할당량,미어캣,꽈베기",13,,0,,0
테마파크,블루마운틴4255,제주 서귀포시 성산읍 중산간동로 4255,KAKAO,20230701,20231231,95,"족욕,직원,친절,종류,단팥,소금,환장,생각,관내,아로마샾",32,친절,1,환장,1
테마파크,생각하는정원,제주 제주시 한경면 녹차분재로 675,KAKAO,20230701,20231231,93,"정원,인상,정돈,다양,종류,나무,친구,가격,적극,추천",12,추천,1,,0
테마파크,쇠소깍산물관광농원,제주 서귀포시 남원읍 하례로 90,KAKAO,20230701,20231231,60,"가요,제주,하위,평점,이해",5,이해,1,,0
테마파크,훈데르트바서파크,제주 제주시 우도면 우도해안길 32-12,KAKAO,20230701,20231231,42,"생각,자연,제주,정은혜,작가,카페,훈데르트,환경,건축물,우도",60,,0,,0
테마파크,액티브파크,제주 제주시 한림읍 금능남로 76 ,KAKAO,20230701,20231231,88,"아이,조금,카트,정도,어른,레벨,운동,진행,선생,친절",30,친절,1,,0
테마파크,베니스랜드,제주 서귀포시 성산읍 난산리 2575,KAKAO,20230701,20231231,20,,0,,0,,0
자연,천제연폭포,제주 서귀포시 천제연로 132 천제연폭포관리소,KAKAO,20230701,20231231,92,"폭포,관람,모습,지연,천제,이상,다리,입장료,참고,시간",63,,0,,0
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,KAKAO,20230701,20231231,96,"풍경,해안,제주도,전화,시간,방문,한국,입장,코스,파도",74,,0,,0
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,KAKAO,20230701,20231231,91,"폭포,바다,사진,물줄기,구경,자연,천제,아이,모험,입장료",43,,0,,0
자연,대포주상절리,제주 서귀포시 이어도로 36-24,KAKAO,20230701,20231231,76,"주차,입장료,요금,공사,절경,주상절리,시간,감탄,기준,주차비",55,,0,,0
기타,더힐링타임,제주 제주시 서해안로 652,KAKAO,20230701,20231231,80,"제주패스,예상,투어,패스,이용,주차장,내부,미용,소금,스크럽",13,,0,,0
기타,신화월드 랜딩다이닝,제주 서귀포시 안덕면 신화역사로304번길 38 랜딩관 제주신화월드 호텔앤리조트 G층,KAKAO,20230701,20231231,50,"리모델링,가짓수,음식,퀄리티,자숙,해산물,나머지,방문,식사,중문",17,,0,,0
기타,신화월드 스카이 온 파이브 다이닝,제주 서귀포시 안덕면 신화역사로304번길 38 메리어트관 제주신화월드 호텔앤리조트 5층,KAKAO,20230701,20231231,66,"음식,뷔페,퀄리티,메뉴,주문,불편,서울,조리,가성비,부페",51,,0,불편,1
레저관광,고스트타운,제주 제주시 애월읍 부룡수길 35-12,KAKAO,20230701,20231231,82,"사장,방문,정신,결제,직원,대화,이상,장사,막내,얘기",34,,0,,0
자연,천지연폭포,제주 서귀포시 천지동 667-7,KAKAO,20230701,20231231,93,"폭포,산책,코스,천지,오리,천지연폭포,여행,제주도,정방,정도",49,,0,,0
기타,제주그림카페,제주 서귀포시 안덕면 녹차분재로 218,KAKAO,20230701,20231231,60,"사진,커피,디저트,극비",4,,0,,0
기타,난드르깡통구이,제주 서귀포시 안덕면 대평감산로 14,KAKAO,20230701,20231231,100,"어린이,최애,제주,돼지고기,맛집,공기,여름,고기,육지,고기집",12,,0,,0
공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,GOOGLE,20230701,20231231,94,"관람,파충류,체험,규모,시간,정도,미로,공원,카페,구성",28,,0,,0
공연전시,노형슈퍼마켙,제주특별자치도 제주시 노형로 89,GOOGLE,20230701,20231231,79,"아이,미디어아트,가격,사진,시간,영상,공간,슈퍼마켓,음료,공연",218,,0,,0
공연전시,빛의벙커,제주 서귀포시 성산읍 고성리 2039-22,GOOGLE,20230701,20231231,86,"시간,대기,방문,음악,예약,경험,평일,권장,작품,영상",297,,0,,0
공연전시,세계자동차박물관,제주 서귀포시 안덕면 중산간서로 1610,GOOGLE,20230701,20231231,87,"자동차,시간,피아노,방문,아이,대기,사슴,박물관,예약,권장",153,,0,,0
공연전시,수목원테마파크,제주 제주시 은수길 69,GOOGLE,20230701,20231231,75,"체험,얼음,여름,수목원,썰매,재미,테마파크,필수,입장권,시간",112,재미,1,,0
공연전시,아리랑공연장,제주 서귀포시 표선면 번영로 2564-21,GOOGLE,20230701,20231231,83,"공연,시간,대기,방문,태권도,평일,예약,권장,한국,아이",147,,0,,0
공연전시,건강과성박물관,제주 서귀포시 안덕면 일주서로 1611,GOOGLE,20230701,20231231,84,"평소,공유,흥미,건강,입장료,볼거리,연인,나라,자료,정리",13,흥미,1,,0
공연전시,윈드1947카트 테마파크,제주 서귀포시 토평공단로 78-27,GOOGLE,20230701,20231231,82,"카트,재미,운전,아이,시간,바퀴,카페,정도,예약,장소",171,재미,1,,0
공연전시,테디베어박물관,제주 서귀포시 중문관광로110번길 31,GOOGLE,20230701,20231231,74,"테디베어,테디,방문,입장료,아이,베어,인형,역사,전시,장소",141,,0,,0
공연전시,점보빌리지,제주 서귀포시 안덕면 평화로319번길 31-11,GOOGLE,20230701,20231231,86,"시간,코끼리,대기,예약,방문,권장,평일,아이,바나나,추천",66,추천,1,,0
공연전시,헬로키티아일랜드,제주 서귀포시 안덕면 한창로 340,GOOGLE,20230701,20231231,80,"아이,키티,사진,카페,헬로키티,생각,캐릭터,입장,시간,장소",193,,0,,0
공연전시,피규어뮤지엄제주,제주 서귀포시 안덕면 한창로 243,GOOGLE,20230701,20231231,91,"피규어,생각,아이,방문,박물관,마블,영화,아들,다양,추천",164,추천,1,,0
공연전시,제주난타,제주 제주시 선돌목동길 56-26,GOOGLE,20230701,20231231,93,"공연,가족,난타,좌석,가치,흥미,관객,참여,추천,극장",95,"가치,흥미,추천",3,,0
공연전시,스카이워터쇼,제주 제주시 구좌읍 번영로 2172-80,GOOGLE,20230701,20231231,88,"공연,서커스,다이빙,기대,사진,아이,중국,생각,워터,관람",179,기대,1,,0
기타,제주산방산탄산온천,제주 서귀포시 안덕면 사계북로41번길 192,GOOGLE,20230701,20231231,82,"온천,마사지,탄산,가격,야외,노천,생각,실내,온탕,경험",74,,0,,0
기타,오설록 티 뮤지엄,제주 서귀포시 안덕면 신화역사로 15,GOOGLE,20230701,20231231,86,"녹차,박물관,카페,아이스크림,방문,장소,사진,이니스프리,음료,오설록",606,,0,,0
기타,명월국민학교,제주 제주시 한림읍 명월로 48,GOOGLE,20230701,20231231,85,"서비스,음식,위기,식사,학교,분위기,국민학교,카페,가격,매장",156,,0,위기,1
레저관광,김녕요트투어,제주 제주시 구좌읍 구좌해안로 229-16,GOOGLE,20230701,20231231,85,"시간,요트,대기,돌고래,경험,예약,권장,투어,방문,낚시",115,,0,,0
레저관광,서귀포잠수함,제주 서귀포시 남성중로 40,GOOGLE,20230701,20231231,84,"잠수함,물고기,경험,아이,안전,먹이,유람선,탑승,관리,관광",119,안전,1,,0
레저관광,제주 레일바이크,제주 제주시 구좌읍 용눈이오름로 641,GOOGLE,20230701,20231231,70,"동물,레일바이크,경치,풍경,아이,운행,자동,레일,구경,바이크",228,,0,,0
레저관광,제주레포츠랜드,제주 제주시 조천읍 와흘상서2길 47,GOOGLE,20230701,20231231,92,"카트,서바이벌,친절,직원,아이,제주,라인,시설,다음,시간",261,친절,1,,0
레저관광,제주제트,제주 서귀포시 대포로 172-5,GOOGLE,20230701,20231231,93,"보트,바다,주상절리,요트,제주,롤러코스터,승객,제트,투어,친절",84,친절,1,,0
키즈,뽀로로&타요테마파크 제주,제주 서귀포시 안덕면 병악로 269,GOOGLE,20230701,20231231,84,"아이,시설,놀이,기구,포함,생각,뽀로로,부모,실내,체험",129,,0,,0
키즈,아쿠아플라넷 제주,제주 서귀포시 성산읍 섭지코지로 95,GOOGLE,20230701,20231231,89,"수족관,공연,방문,아이,시간,생물,아쿠아리움,볼거리,돌고래,동물",477,,0,,0
테마파크,라온 더마파크,제주 제주시 한림읍 월림7길 155,GOOGLE,20230701,20231231,91,"시간,대기,방문,공연,예약,평일,권장,카트,승마,아이",167,,0,,0
테마파크,메이즈랜드,제주 제주시 구좌읍 비자림로 2134-47,GOOGLE,20230701,20231231,85,"미로,시간,방문,생각,공원,대기,박물관,퍼즐,아이,관리",194,,0,,0
테마파크,여미지식물원,제주 서귀포시 중문관광로 93,GOOGLE,20230701,20231231,78,"정원,식물,관리,다양,생각,작품,전망대,필요,프랑스,선인장",117,,0,,0
테마파크,브릭캠퍼스,제주 제주시 1100로 3047,GOOGLE,20230701,20231231,85,"아이,시간,대기,레고,예약,방문,권장,어른,제주,작품",76,,0,,0
테마파크,일출랜드,제주 서귀포시 성산읍 중산간동로 4150-30,GOOGLE,20230701,20231231,78,"여름,미천,최고,자연,유지,동굴",6,,0,,0
테마파크,상효원,제주 서귀포시 산록남로 2847-37,GOOGLE,20230701,20231231,77,"시간,대기,방문,예약,권장,평일,주말,가격,관람,입장료",90,,0,,0
테마파크,소인국테마파크,제주 서귀포시 안덕면 중산간서로 1878,GOOGLE,20230701,20231231,80,"대기,시간,방문,평일,산책,세계,생각,사진,아이,예약",58,,0,,0
테마파크,스누피가든,제주 제주시 구좌읍 금백조로 930,GOOGLE,20230701,20231231,89,"시간,대기,스누피,방문,권장,예약,정원,평일,사진,야외",461,,0,,0
테마파크,신화테마파크제주,제주 서귀포시 안덕면 신화역사로304번길 38,GOOGLE,20230701,20231231,77,"놀이,기구,시설,이용,공원,생각,아이,워터파크,시간,신화",204,,0,,0
테마파크,제주돌문화공원,제주 제주시 조천읍 남조로 2023,GOOGLE,20230701,20231231,88,"공원,제주,박물관,문화,제주도,시간,정도,자연,장소,오후",183,,0,,0
테마파크,제주민속촌,제주 서귀포시 표선면 민속해안로 631-34,GOOGLE,20230701,20231231,86,"시간,대기,방문,예약,권장,제주,평일,공연,주말,제주도",311,,0,,0
테마파크,카멜리아힐,제주 서귀포시 안덕면 병악로 166,GOOGLE,20230701,20231231,84,"시간,대기,방문,예약,권장,평일,정원,사진,동백꽃,가을",457,,0,,0
테마파크,한림공원,제주 제주시 한림읍 한림로 300,GOOGLE,20230701,20231231,87,"시간,방문,공원,대기,동굴,권장,평일,예약,나무,동물",265,,0,,0
테마파크,제주허브동산,제주 서귀포시 표선면 돈오름로 170,GOOGLE,20230701,20231231,85,"방문,야간,저녁,조명,사진,동산,환상,직원,설명,구경",33,환상,1,,0
테마파크,화조원,제주 제주시 애월읍 애원로 804,GOOGLE,20230701,20231231,85,"시간,대기,동물,방문,체험,아이,알파카,먹이,예약,권장",140,,0,,0
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,GOOGLE,20230701,20231231,83,"작품,이중섭,시간,그림,대기,방문,화가,미술관,생각,예약",184,,0,,0
자연,비자림,제주 제주시 구좌읍 비자숲길 55,GOOGLE,20230701,20231231,94,"방문,시간,대기,산책,비자,코스,주차장,평일,예약,권장",118,,0,,0
자연,만장굴,제주 제주시 구좌읍 만장굴길 182,GOOGLE,20230701,20231231,88,"시간,동굴,대기,방문,용암,권장,예약,평일,정도,내부",663,,0,,0
자연,성산일출봉,제주 서귀포시 성산읍 성산리 1,GOOGLE,20230701,20231231,95,"시간,대기,방문,정상,풍경,일출봉,제주,성산,전망,평일",384,,0,,0
자연,서귀포치유의숲,제주 서귀포시 산록남로 2271,GOOGLE,20230701,20231231,92,"치유,예약,운동화,나무,제주도,다양,산책,최고,시간,코스",153,치유,1,,0
공연전시,아프리카박물관,제주 서귀포시 이어도로 49,GOOGLE,20230701,20231231,75,"설명,박물관,대기,시간,사진,아이,독특,추천,경험,의미",34,"독특,추천",2,,0
공연전시,초콜릿랜드,제주 서귀포시 중문관광로110번길 15,GOOGLE,20230701,20231231,65,"대기,시간,체험,초콜릿,방문,예약,권장,가게,친절,경험",32,친절,1,,0
기타,삼성혈,제주 제주시 삼성로 22,GOOGLE,20230701,20231231,78,"주차장,카드,발상지,표시,현지,평화,산책,제주도,공원,제주",57,평화,1,,0
레저관광,마라도가는여객선,제주 서귀포시 대정읍 송악관광로 424,GOOGLE,20230701,20231231,82,"송악산,배편,마라,예매,여객선,시간,가능,출발,마라도,주변",75,,0,,0
자연,산양큰엉곶,제주 제주시 한경면 청수리 956-6,GOOGLE,20230701,20231231,91,"시간,대기,사진,방문,코스,예약,평일,권장,산책,숲길",117,,0,,0
테마파크,방림원,제주 제주시 한경면 용금로 864,GOOGLE,20230701,20231231,87,"부부,정원,방문,시간,반려견,동반,식물원,분위기,발걸음,마음",43,,0,,0
테마파크,제주무민랜드,제주 서귀포시 안덕면 병악로 420,GOOGLE,20230701,20231231,91,"시간,대기,무민,방문,예약,평일,권장,아이,카페,어른",148,,0,,0
테마파크,다이나믹메이즈제주,제주 서귀포시 표선면 번영로 2644,GOOGLE,20230701,20231231,88,"아이,어른,양말,이상,미끄럼틀,초등,재미,부모,힘듬,가격",56,재미,1,,0
공연전시,감귤박물관,제주 서귀포시 효돈순환로 441,GOOGLE,20230701,20231231,73,"시간,대기,감귤,방문,예약,체험,권장,공사,다양,평일",167,,0,,0
테마파크,에코랜드,제주 제주시 조천읍 번영로 1278-169,GOOGLE,20230701,20231231,83,"관광객,아이,공원,기차,열차,사진,방문,꽃밭,피크닉,다음",101,,0,,0
공연전시,숨도,제주 서귀포시 일주동로 8941,GOOGLE,20230701,20231231,85,"자연,친화,정원,관광지,조경,동백,수국,제주도,특산물,홍보",24,,0,,0
공연전시,제주유리박물관,제주 서귀포시 중산간서로 1403,GOOGLE,20230701,20231231,67,"유리,입장료,관광,포토존,개인,방문,이번,그때,지금,아무것",46,,0,,0
공연전시,제주해양동물박물관,제주 서귀포시 성산읍 서성일로 689-21,GOOGLE,20230701,20231231,93,"아이,시간,대기,방문,놀이터,생물,예약,해양,박제,권장",79,,0,,0
공연전시,그리스신화박물관,제주 제주시 한림읍 광산로 942,GOOGLE,20230701,20231231,74,"대기,시간,그리스,아이,관리,신화,사진,예약,박물관,방문",79,,0,,0
기타,섬타르,제주 제주시 다랑곶1길 9,GOOGLE,20230701,20231231,80,"타르트,최고,가격,에그타르트,시작,제주도,느낌,스텝,친절,카페",19,"느낌,친절",2,,0
기타,망고레이섭지코지점,제주 서귀포시 성산읍 신양로 102,GOOGLE,20230701,20231231,68,"망고,아이스크림,코코넛,애플,카야,토스트,빙수,설탕,이벤트,사진",34,,0,,0
레저관광,걸리버여행기,제주 제주시 우도면 우도로 1,GOOGLE,20230701,20231231,76,"전기,자전거,만족,시간",4,만족,1,,0
레저관광,산방산유람선,제주 서귀포시 안덕면 화순해안로106번길 16,GOOGLE,20230701,20231231,83,"추천,입담,갑판,유람선,평상,선장,시간,감상,가족,나들이",49,추천,1,,0
레저관광,제주바다체험장,제주 제주시 구좌읍 동복리 608-3,GOOGLE,20230701,20231231,78,"시간,대기,체험,낚시,아이,방문,분위기,물고기,생각,전체",42,,0,,0
레저관광,제주실탄사격장,제주 서귀포시 소보리당로164번길 62,GOOGLE,20230701,20231231,80,"친절,직원,사격,제주,실탄,제주도,위치,운전,내비게이션,제공",91,친절,1,,0
레저관광,중문오프로드체험장,제주 서귀포시 상예로 349,GOOGLE,20230701,20231231,100,,0,,0,,0
레저관광,중문카트,제주 서귀포시 일주서로 1114,GOOGLE,20230701,20231231,77,"전화,예약,환불,구매,카트,취소,*버,이용,본인,진짜",92,,0,취소,1
체험,세별헤이요목장,제주특별자치도 제주시 애월읍 평화로 1529,GOOGLE,20230701,20231231,79,"동물,아이,체험,다양,방문,먹이,앵무새,유모차,언덕,도착",39,,0,,0
키즈,서프라이즈테마파크,제주 제주시 조천읍 남조로 2243,GOOGLE,20230701,20231231,87,"아이,사진,가능,로봇,빙산,일각,공룡,재활용품,캐릭터,포토존",32,,0,,0
키즈,액트몬,제주 서귀포시 중문관광로 205,GOOGLE,20230701,20231231,75,"시간,게임,생각,아이,가격,오락기,체험,혼잡,고장,기계",44,,0,,0
키즈,제주코코몽에코파크,제주 서귀포시 남원읍 태위로 536 제주코코몽에코파크,GOOGLE,20230701,20231231,81,"아이,놀이터,놀이,카트,어린이,동물,음식,라인,스탬프,재미",56,재미,1,,0
테마파크,블루마운틴4255,제주 서귀포시 성산읍 중산간동로 4255,GOOGLE,20230701,20231231,82,"족욕,서비스,위기,음식,체험,여행,커피,수도꼭지,호스,전체",44,,0,위기,1
테마파크,생각하는정원,제주 제주시 한경면 녹차분재로 675,GOOGLE,20230701,20231231,95,"정원,방문,분재,시간,나무,제주,이야기,친절,장소,주인",271,친절,1,,0
테마파크,쇠소깍산물관광농원,제주 서귀포시 남원읍 하례로 90,GOOGLE,20230701,20231231,73,"이용,제주,투어,패스,방문,대기,시간,사장,디테일,정성",19,정성,1,,0
테마파크,훈데르트바서파크,제주 제주시 우도면 우도해안길 32-12,GOOGLE,20230701,20231231,80,"입장료,사진,전망,대비,가격,장소,외부,만족,이국,풍경",27,만족,1,,0
테마파크,액티브파크,제주 제주시 한림읍 금능남로 76 ,GOOGLE,20230701,20231231,93,"이용,아이,클라이밍,가능,안전,체험,시설,실내,파크,도전",108,"안전,도전",2,,0
테마파크,베니스랜드,제주 서귀포시 성산읍 난산리 2575,GOOGLE,20230701,20231231,66,"곤돌라,생각,방문,날씨,박물관,베니스,랜드,시간,친절,아이",79,친절,1,,0
자연,천제연폭포,제주 서귀포시 천제연로 132 천제연폭포관리소,GOOGLE,20230701,20231231,88,"폭포,시간,대기,방문,계단,다리,평일,권장,예약,자연",429,,0,,0
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,GOOGLE,20230701,20231231,88,"시간,방문,대기,해안,예약,바다,권장,평일,확인,추천",292,추천,1,,0
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,GOOGLE,20230701,20231231,90,"폭포,방문,시간,대기,바다,평일,예약,권장,계단,제주",408,,0,,0
자연,대포주상절리,제주 서귀포시 이어도로 36-24,GOOGLE,20230701,20231231,83,"시간,대기,방문,권장,예약,평일,공사,입장료,주상절리,주말",364,,0,,0
기타,더힐링타임,제주 제주시 서해안로 652,GOOGLE,20230701,20231231,80,"힐링,타임,족욕,하고욌,평일",5,힐링,1,,0
기타,신화월드 랜딩다이닝,제주 서귀포시 안덕면 신화역사로304번길 38 랜딩관 제주신화월드 호텔앤리조트 G층,GOOGLE,20230701,20231231,83,"서비스,식사,음식,다양,대만,정도,뷔페,저녁,판매,매장",69,,0,,0
기타,신화월드 스카이 온 파이브 다이닝,제주 서귀포시 안덕면 신화역사로304번길 38 메리어트관 제주신화월드 호텔앤리조트 5층,GOOGLE,20230701,20231231,80,"음식,서비스,가격,종류,뷔페,위기,저녁,런치,다양,런치뷔페",94,,0,위기,1
레저관광,고스트타운,제주 제주시 애월읍 부룡수길 35-12,GOOGLE,20230701,20231231,77,"대기,시간,방문,예약,권장,평일,규모,감성,아이느은,사진",19,,0,,0
레저관광,제주씨월드(우도잠수함),제주 서귀포시 성산읍 성산등용로 112-7,GOOGLE,20230701,20231231,81,"잠수함,우도,물고기,가격,재미,체험,대비,최고,아이,과정",48,재미,1,,0
레저관광,중문승마공원,제주 서귀포시 이어도로 244,GOOGLE,20230701,20231231,88,"아이,친절,호텔,코스,체험,직원,방문,냄새,조련사,생각",38,친절,1,,0
자연,천지연폭포,제주 서귀포시 천지동 667-7,GOOGLE,20230701,20231231,87,"폭포,방문,입장료,산책,주차,도보,티켓,이후,주변,제주도",120,,0,,0
기타,제주그림카페,제주 서귀포시 안덕면 녹차분재로 218,GOOGLE,20230701,20231231,93,"우주,항공,박물관,아이,카페,가족,추억",7,추억,1,,0
기타,난드르깡통구이,제주 서귀포시 안덕면 대평감산로 14,GOOGLE,20230701,20231231,78,"서비스,돼지,맛집,수저,목살,연탄,구이,가격,음식,매장",22,,0,,0
