BASE_YM,CL_NM,TRRSRT_NM,TRRSRT_ADDR,SCORE_VALUE,MOP_CN,REGIST_DE
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"처음,아이,정성,공간,입장료",20231031
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"생각,지금,행사",20231031
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"추억,코스,장소,시간,카페",20231031
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"생각,열쇠고리,정원,일등,체험",20231030
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"아들,부부,정원,체험,미로",20231030
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"할인,사진,가격,하늘",20231029
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"색감,방문,아이,질감,표현",20231027
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"여행,시간,마음,여유,제주도",20231027
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"구경,감상,그림,카페,우산",20231026
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"시간,그림,카페,사진,선물",20231026
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"말씀,수학여행,디지털,테오,영상",20231025
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"도착,다음,제주",20231024
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"파충류,아이",20231023
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"시간,정도,아이",20231022
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"생각,추천,볼거리",20231022
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"뷰도,사진",20231022
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"핸드폰,마감,충천,시간,반응",20231021
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"유익,볼거리,공간,어른,아기",20231020
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"시간,근처,직원,섭지코지,정원",20231018
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"아이,여행,파충류,가족,인증",20231016
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"근처,숙소,친절,여직원,파충류",20231015
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"입구,친구,전체,특성,처음",20231015
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"포토스팟,어린이,감상,공원,초딩",20231014
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"체험,구경",20231014
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"파충류,사진,친절,관람,설명",20231013
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"추억,아이,그림,관찰,사진",20231013
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"다양,직원,정원,최고,친절",20231012
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"체험,파충류,아이",20231010
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"아이,방문,너무재밋구요,거북이,안내",20231010
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"아가,성인",20231009
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"방문,생각,볼거리,사진,체험",20231008
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"체험,영상,사진,파충류",20231007
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"아이,구경,체험관,사진,미로",20231007
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"뽑기,관람,아이,제주,친절",20231004
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"체험,파충류,만족",20231003
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"방문,시간,이상,기대,만족",20231003
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"그림,강력,고민,가족,사진",20231003
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,볼거리,20231002
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"아이,그림,가족,작품,활용",20231001
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,방문,20231001
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"체험,파충류,아이",20231001
202310,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"하루,뽑기,완벽,행복,증강현실",20231001
202310,공연전시,노형슈퍼마켙,제주특별자치도 제주시 노형로 89,0,,20231031
202310,공연전시,노형슈퍼마켙,제주특별자치도 제주시 노형로 89,0,"생각,순식간,사진,단체,학교",20231031
202310,공연전시,노형슈퍼마켙,제주특별자치도 제주시 노형로 89,0,"방문,아르떼뮤지엄,동선,영상,야간",20231030
202310,공연전시,노형슈퍼마켙,제주특별자치도 제주시 노형로 89,0,"컨셉,쳐야하느,영상,입장,정도",20231029
202310,공연전시,노형슈퍼마켙,제주특별자치도 제주시 노형로 89,0,"매력,추천",20231029
