CL_CD,CL_NM,AREA_NM,ADDR,BASE_YEAR,BASE_MT,ALL_TOTAL_CO,MON_VIEWS_CO,TUES_VIEWS_CO,WED_VIEWS_CO,THUR_VIEWS_CO,FRI_VIEWS_CO,SAT_VIEWS_CO,SUN_VIEWS_CO
c1,관광지,제주유리의성,제주특별자치도 제주시 한경면 녹차분재로 462,2023,05,393,83,52,77,49,60,41,31
c1,관광지,제주인디,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,2023,05,63,7,15,11,11,10,7,2
c1,관광지,제주잠수함(국제리더스클럽),제주특별자치도 제주시 조천읍 조함해안로 321-21,2023,05,128,18,29,23,13,16,13,16
c1,관광지,제주절물자연휴양림,제주특별자치도 제주시 명림로 584,2023,05,768,131,177,142,103,92,59,64
c1,관광지,제주제트,제주특별자치도 서귀포시 대포로 172-5,2023,05,163,34,32,26,19,17,11,24
c1,관광지,제주조천스위스마을,제주특별자치도 제주시 조천읍 함와로 566-27,2023,05,578,130,120,83,75,68,47,55
c1,관광지,제주중앙성당,제주특별자치도 제주시 관덕로8길 14,2023,05,105,13,27,11,12,17,10,15
c1,관광지,제주쥬티클럽,제주특별자치도 서귀포시 성산읍 신양로 113,2023,05,24,3,5,3,4,3,2,4
c1,관광지,제주참숯가마찜질방,제주특별자치도 서귀포시 성산읍 삼달로 47,2023,05,292,51,42,47,50,40,31,31
c1,관광지,제주추사관,제주특별자치도 서귀포시 대정읍 추사로 44,2023,05,277,38,66,61,36,44,11,21
c1,관광지,제주친구,제주특별자치도 서귀포시 동홍로 149,2023,05,65,14,13,7,6,10,7,8
c1,관광지,제주카약,제주특별자치도 제주시 조천읍 평사길 19,2023,05,66,10,10,13,15,7,4,7
c1,관광지,제주카트클럽,제주특별자치도 제주시 한림읍 중산간서로 3853,2023,05,319,69,55,47,27,39,43,39
c1,관광지,제주커피박물관 바움 Baum,제주특별자치도 서귀포시 성산읍 서성일로1168번길 89-17,2023,05,205,43,34,40,28,26,14,20
c1,관광지,제주컨트리클럽,제주특별자치도 제주시 영평동 2263-5,2023,05,31,5,7,8,4,6,0,1
c1,관광지,제주특별자치도 도립미술관,제주특별자치도 제주시 1100로 2894-78,2023,05,509,88,105,73,70,57,45,71
c1,관광지,제주펫,제주특별자치도 서귀포시 남원읍 한신로531번길 22-3,2023,05,74,10,12,13,8,10,14,7
c1,관광지,제주평화박물관(전쟁평화박물관)[휴관중],제주시 한경면 청수서5길 63,2023,05,170,32,33,30,18,29,16,12
c1,관광지,제주플래티늄카라반,제주시 애월읍 하귀미수포길 5-8,2023,05,51,5,10,10,8,6,4,8
c1,관광지,제주하늘을날다(패러글라이딩),제주특별자치도 제주시 도남로17길 32 영산홍아파트 가동,2023,05,219,33,42,35,34,24,30,21
c1,관광지,제주한라병원,제주특별자치도 제주시 도령로 65,2023,05,109,19,17,10,19,16,13,15
c1,관광지,제주항공우주박물관,제주특별자치도 서귀포시 안덕면 녹차분재로 218 항곡우주박물관,2023,05,351,65,64,63,56,35,29,39
c1,관광지,제주항일기념관,제주특별자치도 제주시 조천읍 신북로 303,2023,05,109,7,26,21,11,26,6,12
c1,관광지,제주해양동물박물관,제주특별자치도 서귀포시 성산읍 서성일로 689-21,2023,05,262,48,45,36,36,37,22,38
c1,관광지,제주해양레저,제주특별자치도 서귀포시 중문관광로 192,2023,05,139,21,33,28,16,7,11,23
c1,관광지,제주해양레저파크,제주특별자치도 서귀포시 예래해안로 97,2023,05,172,31,33,26,27,9,19,27
c1,관광지,제주햇살농원,제주특별자치도 제주시 조천읍 북선로 189,2023,05,50,12,10,4,4,7,9,4
c1,관광지,제주향교,제주특별자치도 제주시 서문로 43,2023,05,109,20,26,16,22,11,7,7
c1,관광지,제주허브동산,제주특별자치도 서귀포시 표선면 돈오름로 170,2023,05,279,50,59,47,42,30,26,25
c1,관광지,제주현대미술관,제주특별자치도 제주시 한경면 저지14길 35,2023,05,395,58,70,61,60,51,40,55
c1,관광지,제주힐CC,제주특별자치도 제주시 516로 2596-117,2023,05,66,8,11,18,9,5,10,5
c1,관광지,제주힐링명상센터,제주특별자치도 제주시 애월읍 어음13길 196,2023,05,255,51,45,45,35,29,29,21
c1,관광지,제지기오름,제주특별자치도 서귀포시 보목동 275-1,2023,05,127,29,17,17,11,18,20,15
c1,관광지,조랑말체험공원,제주특별자치도 서귀포시 표선면 녹산로 381-15,2023,05,183,36,37,25,21,27,17,20
c1,관광지,조선한의원,제주특별자치도 제주시 진군남4길 7-1,2023,05,65,13,8,14,9,8,8,5
c1,관광지,조수리 농어촌체험마을,제주특별자치도 제주시 한경면 조수리,2023,05,58,11,11,9,5,8,8,6
c1,관광지,조안베어뮤지엄,제주특별자치도 서귀포시 대포로 113 (대포동),2023,05,81,14,16,19,7,10,7,8
c1,관광지,조은승마장,제주특별자치도 서귀포시 안덕면 동광로 265-14,2023,05,119,20,14,16,14,20,20,15
c1,관광지,조이다이브,서귀포시 중산간동로 83838,2023,05,66,10,9,11,7,7,10,12
c1,관광지,조일구락부 옛터,제주특별자치도 제주시 관덕로2길 11,2023,05,32,2,7,4,6,4,4,5
c1,관광지,조천만세동산,제주특별자치도 제주시 조천읍 조천리 1133-2,2023,05,231,22,64,62,20,38,9,16
c1,관광지,조천비석거리,제주특별자치도 제주시 조천읍 조천리,2023,05,55,8,8,12,10,5,6,6
c1,관광지,조천중학원 옛터,제주특별자치도 제주시 조천읍 신북로 264,2023,05,60,8,13,11,5,8,10,5
c1,관광지,조천함덕해안도로,제주특별자치도 제주시 조천읍 조천8길 14-1,2023,05,154,30,32,21,18,12,24,17
c1,관광지,조함해안도로,제주특별자치도 제주시 조천읍 조천리 3037-3,2023,05,65,15,12,7,5,11,9,6
c1,관광지,족은노꼬메오름,제주특별자치도 제주시 애월읍 유수암리,2023,05,80,14,16,16,9,7,10,8
c1,관광지,족은바리메,제주특별자치도 제주시 애월읍 상가리 산 124,2023,05,37,4,6,9,6,1,7,4
c1,관광지,족은사슴이오름,제주특별자치도 서귀포시 표선면 녹산로 536,2023,05,49,10,11,4,6,9,6,3
c1,관광지,존자암지,제주특별자치도 서귀포시 영실로 243,2023,05,85,9,13,16,9,16,11,11
c1,관광지,종남마을,제주특별자치도,2023,05,49,7,8,9,10,5,7,3
c1,관광지,종달고망난돌쉼터,제주 제주시 구좌읍 종달리 112-4,2023,05,77,13,10,18,9,12,5,10
c1,관광지,종달리수국길,제주특별자치도 제주시 구좌읍 해맞이해안로 2121,2023,05,837,141,141,143,109,100,98,105
c1,관광지,종달리전망대,제주특별자치도 제주시 구좌읍 해맞이해안로 2196,2023,05,80,14,15,13,13,9,7,9
c1,관광지,종달리해변,제주특별자치도 제주시 구좌읍 종달리 565-72,2023,05,128,22,28,16,18,8,15,21
c1,관광지,종달리해안도로,제주특별자치도 제주시 구좌읍 종달리 630-1,2023,05,231,43,37,29,39,21,26,36
c1,관광지,좌보미오름,제주특별자치도 서귀포시 표선면 성읍리 산 6,2023,05,68,9,22,7,8,11,6,5
c1,관광지,주상절리대(중문대포해안),제주특별자치도 서귀포시 이어도로 36-30,2023,05,3884,690,696,704,622,444,309,419
c1,관광지,주정공장(동척회사) 옛터,제주특별자치도 제주시 임항로 111 (건입동)일대,2023,05,87,17,13,24,9,7,7,10
c1,관광지,중문골프장,제주특별자치도 서귀포시 중문관광로72번길 60 (색달동),2023,05,64,14,14,9,7,7,7,6
c1,관광지,중문관광단지,제주특별자치도 서귀포시 중문관광로72번길 35,2023,05,627,109,128,112,88,68,61,61
c1,관광지,중문리 신사터,제주특별자치도 서귀포시 천제연로 149,2023,05,42,2,8,5,4,4,8,11
c1,관광지,중문미로파크,제주특별자치도 서귀포시 일주서로 1225-5,2023,05,220,33,34,28,26,36,35,28
c1,관광지,중문색달해변(해산물),제주특별자치도 서귀포시 중문관광로72번길 114,2023,05,91,13,14,16,16,10,9,13
c1,관광지,중문색달해수욕장,제주특별자치도 서귀포시 중문관광로72번길 29-51,2023,05,1330,247,227,245,153,152,147,159
c1,관광지,중문승마공원,제주특별자치도 서귀포시 이어도로 244,2023,05,83,23,21,12,7,4,9,7
c1,관광지,중문카라반,제주특별자치도 서귀포시 이어도로 81,2023,05,42,6,11,6,5,8,3,3
c1,관광지,중문컨트리클럽,제주특별자치도 서귀포시 중문관광로72번길 60,2023,05,38,5,10,5,7,2,6,3
c1,관광지,중앙병원,제주특별자치도 제주시 월랑로 91,2023,05,97,13,16,18,14,14,15,7
c1,관광지,중엄리새물,제주특별자치도 제주시 애월읍 애월해안로 10-2,2023,05,74,12,12,13,12,8,10,7
c1,관광지,지그리오름,제주특별자치도 제주시 조천읍 교래리 산 137-1,2023,05,49,9,10,10,5,5,4,6
c1,관광지,지그리오름 (큰지그리),제주특별자치도 제주시 조천읍 남조로 2023,2023,05,71,13,24,9,8,7,9,1
c1,관광지,지니어스 로사이,제주특별자치도 서귀포시 성산읍 고성리 21,2023,05,2,1,1,0,0,0,0,0
c1,관광지,지미봉,제주특별자치도 제주시 구좌읍 종달로1길 91-16,2023,05,180,35,34,30,22,24,22,13
c1,관광지,지포뮤지엄,제주특별자치도 서귀포시 성산읍 섭지코지로 107,2023,05,178,24,35,28,28,27,18,18
c1,관광지,진빌레 밭담길,제주특별자치도 제주시 구좌읍 월정리 1400-14,2023,05,119,23,15,23,18,12,12,16
c1,관광지,진아영 할머니 집터,제주특별자치도 제주시 한림읍 월령1길 22,2023,05,197,31,36,40,30,27,12,21
c1,관광지,질그랭이센터,제주특별자치도 제주시 구좌읍 세평항로 46-9,2023,05,166,37,26,28,21,17,18,19
c1,관광지,차귀도,제주특별자치도 제주시 한경면 고산리 125,2023,05,398,83,63,67,64,48,32,41
c1,관광지,차귀도요트,제주특별자치도 제주시 한경면 한경해안로 156 2층,2023,05,93,22,17,11,15,8,13,7
c1,관광지,차귀도유람선,제주특별자치도 제주시 한경면 노을해안로 1163 차귀도유람선,2023,05,183,35,29,23,29,21,23,23
c1,관광지,참굴비조형물,제주특별자치도 제주시 추자면 묵리 산 131-1,2023,05,42,2,8,9,7,9,4,3
c1,관광지,참살이마을 명도암 농어촌체험마을,제주시 명림로 268-71,2023,05,167,24,16,28,36,34,10,19
c1,관광지,창고천생태공원,제주특별자치도 서귀포시 안덕면 일주서로 1524,2023,05,98,14,24,27,6,12,4,11
c1,관광지,천아숲길 천아계곡,제주특별자치도 제주시 애월읍 봉성리 산 1,2023,05,140,18,26,19,24,25,14,14
c1,관광지,"천아오름(틍낭오름,天娥岳)",제주특별자치도 제주시 애월읍 산록서로 678-207,2023,05,54,6,14,4,8,4,10,8
c1,관광지,천왕사,제주특별자치도 제주시 1100로 2528-111,2023,05,257,27,41,47,22,38,46,36
c1,관광지,천제연폭포,제주특별자치도 서귀포시 천제연로 132(중문동),2023,05,1798,332,311,302,270,220,188,175
c1,관광지,천제연폭포 & 제주4.3중문면희생자위령비,제주특별자치도 서귀포시 천제연로 132,2023,05,70,12,14,17,8,6,4,9
c1,관광지,천주교 순례길 - 김기량길,제주특별자치도 제주시 조천읍 조천2길 19,2023,05,63,8,10,11,10,10,6,8
c1,관광지,천주교 순례길 - 김대건길,제주특별자치도 제주시 한경면 고산로 6-3,2023,05,114,28,19,16,19,13,7,12
c1,관광지,천주교 순례길 - 신축화해길,제주특별자치도 제주시 관덕로8길 14,2023,05,35,4,5,5,7,4,5,5
c1,관광지,천주교 순례길 - 하논성당길,제주특별자치도 서귀포시 태평로 398,2023,05,75,12,12,14,6,8,10,13
c1,관광지,천주교길 정난주길(고통의길),제주특별자치도 서귀포시 대정읍 추사로247번길 102,2023,05,50,8,7,9,8,6,6,6
c1,관광지,천지연기정길,제주특별자치도서귀포시 서귀동 961-33,2023,05,61,11,11,13,8,4,8,6
c1,관광지,천지연폭포,제주특별자치도 서귀포시 남성중로 2-15,2023,05,4683,816,826,799,552,637,494,559
c1,관광지,청수곶자왈,제주특별자치도 제주시 한경면 대한로 1036,2023,05,230,43,41,38,33,29,25,21
c1,관광지,청수성결교회,제주특별자치도 제주시 한경면 대한로 1067,2023,05,138,25,20,15,16,22,23,17
c1,관광지,청초밭영농조합법인,제주특별자치도 서귀포시 표선면 성읍이리로57번길 34,2023,05,117,22,22,19,15,13,14,12
c1,관광지,초콜릿랜드,제주특별자치도 서귀포시 중문관광로110번길 15,2023,05,170,28,29,46,22,21,11,13
c1,관광지,초콜릿박물관,제주특별자치도 서귀포시 대정읍 일주서로3000번길 144,2023,05,257,46,41,60,32,31,19,28
c1,관광지,최영장군사당,제주특별자치도 제주시 추자면 대서3길 10,2023,05,111,23,19,17,21,13,9,9
c1,관광지,추사 유배길 - 1코스 집념의 길,제주특별자치도 서귀포시 대정읍 추사로 44,2023,05,79,6,15,16,14,9,7,12
c1,관광지,추사 유배길 - 2코스 인연의 길,제주특별자치도 제주시 한경면 낙수로 228-9,2023,05,41,5,5,8,3,9,5,6
c1,관광지,추사 유배길 - 3코스 사색의 길,제주특별자치도 서귀포시 안덕면 향교로 165-17,2023,05,47,6,5,10,9,10,1,6
c1,관광지,추사적거지,제주특별자치도 서귀포시 대정읍 추사로 44,2023,05,81,15,13,10,18,18,2,5
c1,관광지,추억애거리,제주특별자치도 제주시 도공로 3-3,2023,05,40,4,7,6,7,5,7,4
c1,관광지,추자도,제주특별자치도 제주시 추자면 추자도,2023,05,328,45,55,61,57,41,29,40
c1,관광지,추자도 숭어체험장,제주특별자치도 제주시 추자면 석두리길 4,2023,05,48,6,12,5,9,7,6,3
c1,관광지,추자도등대,제주특별자치도 제주시 추자면 영흥4길 43,2023,05,49,5,9,10,9,5,4,7
c1,관광지,추자등대,제주특별자치도 제주시 추자면 영흥리 77-3,2023,05,38,5,7,3,7,4,7,5
c1,관광지,추자연도교,제주특별자치도 제주시 추자면 영흥리 97-3,2023,05,38,5,4,6,7,7,6,3
c1,관광지,취다선리조트,제주특별자치도 서귀포시 성산읍 해맞이해안로 2688,2023,05,128,20,26,24,19,19,12,8
c1,관광지,칠머리길,제주특별자치도 제주시 칠머리길 1,2023,05,45,11,3,10,6,5,5,5
c1,관광지,카멜리아힐,제주 서귀포시 안덕면 병악로 166,2023,05,1726,291,335,289,230,213,176,192
c1,관광지,카카오본사(구 스페이스닷원),제주특별자치도 제주시 첨단로 242,2023,05,307,40,44,78,42,47,30,26
c1,관광지,캐니언파크,제주특별자치도 제주시 삼무로 51,2023,05,159,33,31,18,16,23,20,18
c1,관광지,캐릭파크,제주특별자치도 제주시 조천읍 선교로 266,2023,05,76,11,13,17,6,12,9,8
c1,관광지,캔디원,제주특별자치도 제주시 조천읍 선교로 384,2023,05,117,19,17,17,20,13,13,18
c1,관광지,캘리그라피 오월,제주특별자치도 제주시 오남로 90,2023,05,63,8,10,5,16,7,9,8
c1,관광지,케이제주씨워킹,제주특별자치도 서귀포시 대정읍 최남단해안로 120,2023,05,599,98,113,125,65,77,60,61
c1,관광지,케이제주해양사업단,제주특별자치도 서귀포시 대정읍 최남단해안로 116,2023,05,51,7,13,8,7,5,3,8
c1,관광지,코기절미,제주특별자치도 제주시 1100로 3198-20,2023,05,44,6,5,5,11,6,5,6
c1,관광지,코코몽 에코파크,제주특별자치도 서귀포시 남원읍 태위로 536,2023,05,154,21,31,34,19,23,11,15
c1,관광지,쿠키네,제주특별자치도 제주시 애월읍 일주서로 6689,2023,05,36,3,8,7,4,6,5,3
c1,관광지,큰넓궤,제주특별자치도 서귀포시 안덕면 동광리 90 일대,2023,05,104,12,17,18,16,18,15,8
c1,관광지,큰노꼬메오름,제주특별자치도 제주시 애월읍 유수암리 산 138,2023,05,234,38,33,34,27,31,30,41
c1,관광지,큰바리메오름,제주특별자치도 제주시 애월읍 어음리 산 21,2023,05,122,18,20,19,18,13,18,16
c1,관광지,큰사슴이오름,제주특별자치도 서귀포시 표선면 중산간동로,2023,05,91,15,18,17,11,11,11,8
c1,관광지,클럽나인브릿지,제주특별자치도 서귀포시 안덕면 광평로 34-156,2023,05,139,22,21,34,20,15,10,17
c1,관광지,타보카 월정리투명카약,제주특별자치도 제주시 구좌읍 월정리 1400-4,2023,05,110,20,20,15,17,14,8,16
c1,관광지,탐나라공화국(제주남이섬),제주특별자치도 제주시 한림읍 한창로 897,2023,05,211,36,36,42,24,31,13,29
c1,관광지,탑동,제주특별자치도 제주시 중앙로 2,2023,05,204,38,35,30,32,21,17,31
c1,관광지,탑동해변공연장,제주특별자치도 제주시 중앙로 2,2023,05,194,28,19,30,23,25,34,35
c1,관광지,태웃개,제주특별자치도 서귀포시 남원읍 태위로398번길 57,2023,05,81,13,18,14,6,9,9,12
c1,관광지,태흥포구,제주특별자치도 서귀포시 남원읍 태흥리,2023,05,47,11,9,10,3,5,7,2
c1,관광지,터진목 & 성산면 4·3희생자 위령비,제주특별자치도 서귀포시 성산읍 일출로 88-19,2023,05,101,13,22,13,14,13,10,16
c1,관광지,테디베어뮤지엄제주,제주특별자치도 서귀포시 중문관광로110번길 31,2023,05,294,46,54,44,49,34,32,35
c1,관광지,테디베어사파리 테지움,제주특별자치도 제주시 애월읍 평화로 2159,2023,05,142,29,21,23,16,26,11,16
c1,관광지,테우마을 수원리 농어촌체험마을,제주시 한림읍 한림해안로 274,2023,05,52,4,15,12,6,3,6,6
c1,관광지,토끼섬,제주특별자치도 제주시 구좌읍 하도리,2023,05,188,28,48,36,21,17,19,19
c1,관광지,토산봉(망오름),제주특별자치도 서귀포시 표선면 토산리 산 13,2023,05,61,12,11,9,5,11,11,2
c1,관광지,토이파크,제주특별자치도 서귀포시 안덕면 동광로 267-7,2023,05,102,17,21,15,18,14,7,10
c1,관광지,토종닭유통특구교래삼다수마을,제주특별자치도 제주시 조천읍 교래리,2023,05,60,3,12,12,10,8,7,8
c1,관광지,톨칸이,제주특별자치도 제주시 우도면 연평리 1732-1,2023,05,114,21,13,19,12,18,21,10
c1,관광지,통오름,제주특별자치도 서귀포시 성산읍 신산리 1754-1,2023,05,64,14,11,9,7,7,9,7
c1,관광지,통일관,제주특별자치도 제주시 신산로9길 4,2023,05,41,4,7,6,8,2,8,6
c1,관광지,팀케이,제주특별자치도 제주시 조천읍 북촌13길 23,2023,05,37,4,4,9,4,6,5,5
c1,관광지,파군봉(바굼지오름),제주특별자치도 제주시 애월읍 하귀1리 688-1,2023,05,49,8,9,4,10,7,8,3
c1,관광지,파더스가든,제주특별자치도 서귀포시 안덕면 병악로 44-33,2023,05,78,10,15,18,14,7,8,6
c1,관광지,파파빌레,제주특별자치도 제주시 조천읍 남조로 2185,2023,05,330,56,74,65,58,23,28,26
c1,관광지,"판포오름 (널개오름, 板浦岳)",제주특별자치도 제주시 한경면 판포리 934,2023,05,38,9,5,4,6,5,6,3
c1,관광지,판포포구,제주특별자치도 제주시 한경면 판포리 2877-3,2023,05,573,102,123,90,65,64,57,72
c1,관광지,퍼시픽 리솜 요트투어 샹그릴라,제주특별자치도 서귀포시 중문관광로 154-17,2023,05,312,51,65,53,47,41,24,31
c1,관광지,펌킨 펫하우스 제주신화월드,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,2023,05,96,26,16,9,14,10,10,11
c1,관광지,평대리불턱,제주특별자치도 제주시 구좌읍 해맞이해안로 1240-3,2023,05,73,10,8,14,10,13,6,12
c1,관광지,평대리해변,제주특별자치도 제주시 구좌읍 평대리 515-24,2023,05,133,20,22,26,21,14,14,16
c1,관광지,평대해변,제주특별자치도 제주시 구좌읍 평대리 1994-20,2023,05,177,31,37,37,24,17,10,21
c1,관광지,평수포구,제주특별자치도 제주시 한림읍 한림해안로 297-1,2023,05,51,7,4,12,8,3,9,8
c1,관광지,평화통일 불사리탑,제주특별자치도 제주시 조천읍 일주동로 884,2023,05,120,26,12,16,14,19,23,10
c1,관광지,포도갤러리 in 포도호텔,제주특별자치도 서귀포시 안덕면 산록남로 863 포도호텔 지하1층,2023,05,75,16,13,14,10,13,4,5
c1,관광지,포레스트 사파리,제주특별자치도 제주시 조천읍 선교로 474-1,2023,05,121,24,27,23,16,11,9,11
c1,관광지,포브독,제주특별자치도 제주시 연북로 74,2023,05,28,2,5,6,4,4,3,4
c1,관광지,포토갤러리 자연사랑미술관,제주특별자치도 서귀포시 표선면 가시리 1920-1,2023,05,77,13,12,19,10,14,4,5
c1,관광지,포핑요,제주특별자치도 제주시 아봉로 383,2023,05,33,2,8,7,3,3,7,3
c1,관광지,표선세화해안도로,제주특별자치도 서귀포시 표선면 표선리,2023,05,92,18,14,15,14,17,9,5
c1,관광지,표선해수욕장,제주특별자치도 서귀포시 표선면 표선리,2023,05,626,127,106,94,83,70,63,83
c1,관광지,푸른콩 방주영농조합법인,제주특별자치도 서귀포시 중산간서로 740(중문동),2023,05,69,9,10,12,8,9,10,11
c1,관광지,풋감마을 소길리 농어촌체험마을,제주시 애월읍 소길1길 15,2023,05,74,7,16,13,11,5,10,12
c1,관광지,프랑스샤르망,제주시 한림읍 명상로 37,2023,05,56,9,8,5,9,6,8,11
c1,관광지,플레이네이쳐,서귀포시 안덕면 일주서로 1836,2023,05,125,16,23,13,23,18,15,17
c1,관광지,플레이박스VR,제주특별자치도 제주시 은수길 69,2023,05,194,29,26,22,39,25,29,24
c1,관광지,피규어뮤지엄 제주,제주특별자치도 서귀포시 안덕면 한창로 243,2023,05,135,28,22,21,22,20,12,10
c1,관광지,피크닉메이트,제주특별자치도 제주시 아란4길 84,2023,05,62,11,7,12,13,5,6,8
c1,관광지,핀크스 골프클럽,제주특별자치도 서귀포시 안덕면 산록남로 863,2023,05,74,11,14,8,16,8,8,9
c1,관광지,하고수동해변,제주특별자치도 제주시 우도면 연평리,2023,05,165,28,34,29,16,15,21,22
c1,관광지,하귀해안도로,제주 제주시 애월읍 고내리 445-3,2023,05,1,0,1,0,0,0,0,0
c1,관광지,하논마르,제주특별자치도 서귀포시 서홍동 1003,2023,05,95,12,20,14,18,7,10,14
c1,관광지,하늘여행 행글라이더체험장,제주특별자치도 서귀포시 안덕면 중산간서로 1877,2023,05,47,7,14,15,4,3,2,2
c1,관광지,하도리 철새도래지,제주특별자치도 제주시 구좌읍 하도리 53-2,2023,05,151,24,22,25,20,25,17,18
c1,관광지,하도해변,제주특별자치도 제주시 구좌읍 해맞이해안로,2023,05,208,47,38,30,25,31,19,18
c1,관광지,하멜기념비,제주특별자치도 서귀포시 안덕면 사계리 112-3,2023,05,145,22,27,30,18,17,14,17
c1,관광지,하모씨워킹,제주특별자치도서귀포시대정읍최남단해안로 130,2023,05,120,15,22,21,10,13,16,23
c1,관광지,하예포구(예래포구),제주특별자치도 서귀포시 하예동,2023,05,71,16,14,11,9,6,7,8
c1,관광지,한국건강관리협회제주특별자치도부,제주특별자치도 제주시 연북로 111,2023,05,50,6,5,12,9,7,6,5
c1,관광지,한국병원,제주특별자치도 제주시 서광로 193,2023,05,70,13,14,14,12,6,4,7
c1,관광지,한국야구명예전당(야구박물관),제주특별자치도 서귀포시 중산간서로 97-1,2023,05,162,32,30,24,24,17,18,17
c1,관광지,한남의숙터,제주특별자치도 서귀포시 대정읍 추사로,2023,05,28,1,2,10,8,1,5,1
c1,관광지,한담해변,제주특별자치도 제주시 애월읍 애월로1길 26-4,2023,05,260,48,54,40,31,30,25,32
c1,관광지,한동환해장성,제주특별자치도 제주시 구좌읍 해맞이해안로 858-1,2023,05,56,12,9,9,10,5,8,3
c1,관광지,한라산 아래 첫 마을,제주특별자치도 서귀포시 안덕면 광평로 41,2023,05,126,23,25,27,11,13,14,13
c1,관광지,한라산국립공원,제주특별자치도 제주시 1100로 2070-61,2023,05,2218,513,366,418,382,239,139,161
c1,관광지,한라산소주공장,제주특별자치도 제주시 한림읍 한림로 555,2023,05,227,40,26,37,39,43,20,22
c1,관광지,한라산어리목코스,제주특별자치도 제주시 1100로 2070-61,2023,05,389,90,77,49,51,47,31,44
c1,관광지,한라산영실코스,제주특별자치도 서귀포시 영실로 246,2023,05,4605,809,876,747,518,548,566,541
c1,관광지,한라생태숲,제주특별자치도 제주시 516로 2596,2023,05,252,44,45,31,35,25,39,33
c1,관광지,한라수목원,제주특별자치도 제주시 수목원길 72,2023,05,474,66,90,88,60,68,48,54
c1,관광지,한라승마장,제주특별자치도 서귀포시 안덕면 평화로 1078,2023,05,73,13,11,12,11,10,6,10
c1,관광지,한라의향기,제주특별자치도 서귀포시 안덕면 병악로 58,2023,05,54,8,10,9,7,5,5,10
c1,관광지,한림공원,제주특별자치도 제주시 한림읍 한림로 300(협재리),2023,05,819,149,168,138,121,85,72,86
c1,관광지,한림바다체험마을,제주특별자치도 제주시 한림읍 한림해안로 200,2023,05,182,37,32,30,16,16,21,30
c1,관광지,한림항,제주특별자치도 제주시 한림읍 한림해안로 192,2023,05,328,61,57,56,32,29,52,41
c1,관광지,한림해안도로,제주특별자치도 제주시 한림읍 귀덕리,2023,05,149,27,19,29,13,21,21,19
c1,관광지,한모살 (표선백사장),제주특별자치도 제주시 표선면 표선리,2023,05,66,19,5,6,7,13,7,9
c1,관광지,한형수정원,제주특별자치도 제주시 한림읍 옹포2길 44,2023,05,56,12,7,12,6,7,6,6
c1,관광지,한화리조트 테라피센터,제주특별자치도 제주시 명림로 575-107 한화리조트 로비층 지하,2023,05,190,24,35,38,27,17,24,25
c1,관광지,함덕백사장 & 서우봉,제주특별자치도 제주시 조천읍 조함해안로 519-10,2023,05,174,28,40,22,28,22,16,18
c1,관광지,함덕야영장,제주특별자치도 제주시 조천읍 함덕리 1008,2023,05,181,28,23,37,22,18,23,30
c1,관광지,함덕잠수함(이고제주),제주특별자치도 제주시 조천읍 조함해안로 378,2023,05,201,34,31,44,25,25,20,22
c1,관광지,함덕카페거리,제주특별자치도 제주시 조천읍 함덕리,2023,05,135,22,16,29,18,16,15,19
c1,관광지,함덕해수욕장,제주특별자치도 제주시 조천읍 조함해안로 519-10,2023,05,3685,667,686,622,455,411,375,469
c1,관광지,항파두리항몽유적지,제주특별자치도 제주시 애월읍 항파두리로 50,2023,05,409,66,87,89,54,35,34,44
c1,관광지,해거름전망대,제주특별자치도 제주시 한경면 일주서로 4641,2023,05,92,20,16,12,8,13,10,13
c1,관광지,해녀박물관,제주특별자치도 제주시 구좌읍 해녀박물관길 26,2023,05,477,78,106,97,62,56,34,44
c1,관광지,해녀의 태왁,제주특별자치도 제주시 구좌읍 김송로 94,2023,05,99,13,19,16,13,14,11,13
c1,관광지,해맞이해안로,제주특별자치도 제주시 구좌읍 김녕리,2023,05,120,22,29,21,13,15,9,11
c1,관광지,해비치컨트리클럽제주,제주특별자치도 서귀포시 남원읍 원님로 399번길 319,2023,05,58,8,14,12,9,3,4,8
c1,관광지,해빛,제주특별자치도 제주시 조천읍 신촌9길 8,2023,05,52,6,18,8,5,5,5,5
c1,관광지,해적잠수함,제주특별자치도 제주시 한경면 노을해안로 1146,2023,05,1,0,0,0,0,1,0,0
c1,관광지,해품은체험농장,제주특별자치도 서귀포시 성산읍 서성일로 1078-14,2023,05,67,18,10,9,10,6,8,6
c1,관광지,해피맘하우스,제주특별자치도 제주시 애월읍 애월해안로 306-3,2023,05,65,14,13,10,6,14,3,5
c1,관광지,핸즈웍스,제주특별자치도 제주시 한림읍 귀덕로 78,2023,05,30,5,6,5,3,3,3,5
c1,관광지,행원육상양식단지,제주특별자치도 제주시 구좌읍 해맞이해안로 680-13,2023,05,60,14,12,8,9,8,2,7
c1,관광지,허브동산 미디어 파사드 (media facade),제주특별자치도 서귀포시 표선면 돈오름로 170,2023,05,76,17,14,14,9,8,9,5
c1,관광지,헌마공신 김만일기념관,제주특별자치도 서귀포시 남원읍 서성로 919,2023,05,32,4,5,7,6,4,3,3
c1,관광지,헬로키티아일랜드,제주특별자치도 서귀포시 안덕면 한창로 340,2023,05,641,128,105,101,83,72,69,83
