CL_CD,CL_NM,AREA_NM,ADDR,BASE_YEAR,BASE_MT,ALL_TOTAL_CO,MON_VIEWS_CO,TUES_VIEWS_CO,WED_VIEWS_CO,THUR_VIEWS_CO,FRI_VIEWS_CO,SAT_VIEWS_CO,SUN_VIEWS_CO
c1,관광지,거슨새미오름,제주특별자치도 제주시 구좌읍 송당리 산 145,2023,01,127,16,17,24,13,13,19,25
c1,관광지,거인의 정원,제주특별자치도 제주시 대원길 58,2023,01,71,17,17,6,7,6,10,8
c1,관광지,거친오름,제주특별자치도 제주시 명림로 520 (봉개동),2023,01,47,6,11,5,5,2,10,8
c1,관광지,건강과성박물관,제주특별자치도 서귀포시 안덕면 일주서로 1611,2023,01,227,42,42,33,25,32,17,36
c1,관광지,건강장수마을 산양리 농어촌체험마을,제주시 한경면 중산간서로 3169,2023,01,66,20,9,9,8,6,7,7
c1,관광지,걸매생태공원,제주특별자치도 서귀포시 남성로 (서홍동),2023,01,279,54,47,30,45,32,32,39
c1,관광지,걸매예술마을,제주특별자치도 서귀포시 서홍로 4-42,2023,01,77,9,14,12,16,8,7,11
c1,관광지,걸서악오름,제주특별자치도 서귀포시 남원읍 하례로 393-1,2023,01,60,13,11,7,5,6,5,13
c1,관광지,검멀레동굴,제주특별자치도 제주시 우도면,2023,01,134,26,28,14,13,16,10,27
c1,관광지,검멀레해변,제주특별자치도 제주시 우도면 우도해안길,2023,01,230,50,44,26,29,30,20,31
c1,관광지,게우지코지,제주특별자치도 서귀포시 하효동,2023,01,110,15,19,16,12,17,11,20
c1,관광지,겨울이네,제주특별자치도 제주시 아란4길 91,2023,01,45,9,7,7,8,4,5,5
c1,관광지,고근산(고공산),제주특별자치도 서귀포시 고근산로202번길 48,2023,01,162,51,20,21,18,18,16,18
c1,관광지,고내리 다락쉼터,제주특별자치도 제주시 애월읍 애월해안로 284,2023,01,90,19,10,14,15,10,6,16
c1,관광지,고내리포구,제주특별자치도 제주시 애월읍 고내리,2023,01,50,11,10,7,3,5,8,6
c1,관광지,"고내봉(고내오름,고니오름,망오름)",제주특별자치도 제주시 애월읍 고내리 산 3-1,2023,01,88,17,13,13,10,9,10,16
c1,관광지,고사리숲,제주특별자치도 제주시 애월읍 평화로 2715 제주관광대학교 내 창업보육센터 본관 315호,2023,01,71,11,11,15,10,8,5,11
c1,관광지,고산일과해안도로,제주특별자치도 서귀포시 대정읍 영락하동로 9-6,2023,01,58,16,9,5,4,10,1,13
c1,관광지,고살리숲길,제주특별자치도 서귀포시 남원읍 하례리 산 54-2,2023,01,209,45,33,28,24,24,28,27
c1,관광지,고씨주택,제주특별자치도 제주시 관덕로17길 27-1,2023,01,125,14,18,28,15,19,20,11
c1,관광지,고요산책,제주특별자치도 제주시 중앙로12길 5,2023,01,76,18,18,10,7,9,8,6
c1,관광지,고포잇다이브센터,제주특별자치도 서귀포시 이어도로 685-1,2023,01,38,9,7,2,8,3,3,6
c1,관광지,고흐의 정원,제주특별자치도 서귀포시 성산읍 삼달신풍로 126-5,2023,01,150,23,28,19,20,22,17,21
c1,관광지,곤물,제주특별자치도 서귀포시 안덕면 화순서서로64번길 64-4,2023,01,36,5,14,2,2,2,4,7
c1,관광지,곤흘동(곤을동) 마을터,제주특별자치도 제주시 화북1동 4438,2023,01,106,13,23,19,14,12,13,12
c1,관광지,골프탕탕,제주특별자치도 서귀포시 안덕면 산록남로 762번길 71,2023,01,46,9,10,3,8,5,4,7
c1,관광지,곱닥한개,제주특별자치도 제주시 설촌로10길 12,2023,01,42,9,7,7,7,3,5,4
c1,관광지,공방:하루_반,제주특별자치도 제주시 구좌읍 월정7길 42-6 1층,2023,01,55,18,7,5,9,8,2,6
c1,관광지,공천포,제주특별자치도 서귀포시 남원읍 신례리,2023,01,77,13,25,6,12,4,6,11
c1,관광지,공천포구,제주특별자치도 서귀포시 남원읍 신례리,2023,01,56,5,9,8,8,8,8,10
c1,관광지,곶자왈,제주특별자치도 서귀포시 대정읍 신평리,2023,01,120,23,24,20,16,13,11,13
c1,관광지,곽지패총,제주특별자치도 제주시 애월읍 곽지리 2043-1,2023,01,57,12,7,5,9,11,6,7
c1,관광지,곽지해수욕장,제주특별자치도 제주시 애월읍 애월원당길 (곽지리),2023,01,539,101,101,81,64,65,57,70
c1,관광지,곽지해수욕장야영장,제주특별자치도 제주시 애월읍 곽지리 1565,2023,01,55,18,9,5,8,3,2,10
c1,관광지,관덕정,제주특별자치도 제주시 관덕로 19,2023,01,474,73,75,63,68,67,57,71
c1,관광지,관음사,제주특별자치도 제주시 산록북로 660,2023,01,200,41,32,32,26,20,22,27
c1,관광지,관음사 군 주둔지 옛터,제주특별자치도 제주시 산록북로 660,2023,01,46,11,8,5,4,3,8,7
c1,관광지,관음사 야영장,제주특별자치도 제주시 산록북로 588,2023,01,121,17,26,17,12,11,16,22
c1,관광지,관음사 템플스테이,제주시 산록북로 660,2023,01,65,10,17,6,8,8,4,12
c1,관광지,광령귤나무,제주특별자치도 제주시 애월읍 광령8길 24-2,2023,01,40,3,5,6,9,6,2,9
c1,관광지,광치기해변,제주특별자치도 서귀포시 성산읍 섭지코지로 63,2023,01,798,158,112,90,85,111,82,160
c1,관광지,교래자연휴양림,제주특별자치도 제주시 조천읍 남조로 2023,2023,01,258,56,41,33,23,37,31,37
c1,관광지,구엄리돌염전,제주특별자치도 제주시 애월읍 애월해안로 708,2023,01,482,79,85,60,58,68,51,81
c1,관광지,구엄포구,제주특별자치도 제주시 애월읍 구엄리,2023,01,60,7,13,9,6,8,7,10
c1,관광지,구좌 하도어촌계,제주특별자치도 제주시 구좌읍 해맞이해안로 1897-27,2023,01,73,13,9,14,11,7,6,13
c1,관광지,구좌해안로,제주특별자치도 제주시 구좌읍 구좌해안로,2023,01,55,11,6,6,11,6,9,6
c1,관광지,국립제주박물관,제주특별자치도 제주시 일주동로 17,2023,01,288,51,43,36,28,37,45,48
c1,관광지,"군산(군산오름,코메오름)",제주특별자치도 서귀포시 안덕면 창천리 산 3-1,2023,01,568,121,92,85,64,55,56,95
c1,관광지,굴동포구,제주특별자치도 제주시 구좌읍 해맞이해안로,2023,01,59,8,10,11,8,7,3,12
c1,관광지,굿다이버,제주특별자치도 서귀포시 중산간서로 41 (강정동),2023,01,27,4,4,1,3,3,2,10
c1,관광지,궁대오름(궁대악),제주특별자치도 서귀포시 성산읍 금백조로 446,2023,01,59,13,14,9,4,1,3,15
c1,관광지,귀덕연대,제주특별자치도 제주시 한림읍 귀덕14길 14-5,2023,01,45,10,4,6,8,6,2,9
c1,관광지,귀빈사,제주특별자치도 제주시 구좌읍 비자림로 1456,2023,01,67,14,16,10,8,3,9,7
c1,관광지,귤밭76번지,제주특별자치도 서귀포시 안덕면 병악로 76,2023,01,289,60,51,43,36,39,20,40
c1,관광지,귤빛캠핑장,제주특별자치도 제주시 조천읍 함와로 428,2023,01,111,17,21,18,24,10,9,12
c1,관광지,"그대, 나의 뮤즈 : 클림트 to 마티스",제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 제주신화월드 서머셋클럽하우스,2023,01,42,8,7,5,4,8,2,8
c1,관광지,그랑블루 요트투어,제주특별자치도 서귀포시 대포로 174,2023,01,122,22,22,21,15,16,9,17
c1,관광지,그랑블루호(선상낚시),제주특별자치도 서귀포시 남원읍 위미중앙로180번길 10,2023,01,67,7,15,8,11,4,12,10
c1,관광지,그루밍시즌,제주특별자치도 서귀포시 동홍로 29,2023,01,36,10,6,5,4,5,3,3
c1,관광지,그루밍제주,제주특별자치도 서귀포시 천제연로 357,2023,01,55,8,14,7,7,9,4,6
c1,관광지,그리스신화박물관 / 트릭아이미술관,제주특별자치도 제주시 한림읍 광산로 942,2023,01,172,32,34,20,18,18,20,30
c1,관광지,그린크루즈(산방산유람선),제주특별자치도 서귀포시 안덕면 화순해안로106번길 16,2023,01,124,26,23,17,16,9,6,27
c1,관광지,그제바람 윈드서핑패들보드,제주특별자치도 제주시 선사로8길 13-4,2023,01,44,12,6,4,3,5,5,9
c1,관광지,금능석물원,제주특별자치도 제주시 한림읍 한림로 176,2023,01,174,37,31,20,28,17,15,26
c1,관광지,금능포구,제주특별자치도 제주시 한림읍 금능리,2023,01,56,10,9,7,9,6,9,6
c1,관광지,금능해수욕장,제주특별자치도 제주시 한림읍 금능길 119-10,2023,01,483,90,75,53,67,48,57,93
c1,관광지,금덕무환자나무및팽나무군락,제주특별자치도 제주시 애월읍 유수암리 1920,2023,01,31,7,7,4,4,2,2,5
c1,관광지,금룡사,제주특별자치도 제주시 구좌읍 김녕로 148-11,2023,01,53,10,11,5,7,10,2,8
c1,관광지,금룡사 템플스테이,제주특별자치도 제주시 구좌읍 김녕로 148-11,2023,01,69,12,13,6,6,10,11,11
c1,관광지,금붕사,제주특별자치도 제주시 구좌읍 일주동로 3618-1,2023,01,71,14,13,7,12,5,5,15
c1,관광지,금성포구,제주특별자치도 제주시 애월읍 금성리 573-1,2023,01,49,9,7,7,6,5,7,8
c1,관광지,금악오름(왕매),제주특별자치도 제주시 한림읍 금악리 산 1-1,2023,01,362,68,52,51,59,40,34,58
c1,관광지,기독교순례길 1코스(순종의길),제주특별자치도 제주시 애월읍 금성하안길 3,2023,01,107,19,21,14,15,14,8,16
c1,관광지,기독교순례길 2코스(순교의길),제주특별자치도 제주시 한림읍 협재8길 8,2023,01,101,16,26,13,17,7,4,18
c1,관광지,기독교순례길 3코스(사명의길),제주특별자치도 제주시 한경면 조수3길 7,2023,01,75,11,15,13,14,4,5,13
c1,관광지,기독교순례길 4코스(화해의길),제주특별자치도 서귀포시 대정읍 추사로36번길 11,2023,01,103,17,27,14,15,14,3,13
c1,관광지,김경숙해바라기농장,제주특별자치도 제주시 번영로 854-1,2023,01,192,40,25,29,25,19,16,38
c1,관광지,김녕 지질트레일,제주특별자치도 제주시 구좌읍 김녕로 209,2023,01,292,55,43,45,33,45,33,38
c1,관광지,김녕 청굴물,제주특별자치도 제주시 구좌읍 김녕리 1296,2023,01,152,25,31,17,17,25,12,25
c1,관광지,김녕금속공예벽화마을,제주특별자치도 제주시 구좌읍 김녕항3길 18-16,2023,01,129,27,27,17,15,11,19,13
c1,관광지,김녕사굴,제주특별자치도 제주시 구좌읍 덕천리 201-4,2023,01,318,59,57,48,26,47,43,38
c1,관광지,김녕요트투어,제주특별자치도 제주시 구좌읍 구좌해안로 229-16,2023,01,124,21,20,25,16,14,13,15
c1,관광지,김녕항,제주특별자치도 제주시 구좌읍 김녕항1길 50-13,2023,01,67,19,10,10,8,3,9,8
c1,관광지,김녕해수욕장,제주특별자치도 제주시 구좌읍 구좌해안로 237,2023,01,838,164,119,96,113,90,108,148
c1,관광지,김녕해수욕장야영장,제주특별자치도 제주시 구좌읍 해맞이해안로 7-6,2023,01,101,21,22,11,5,14,8,20
c1,관광지,김녕해안도로,제주특별자치도 제주시 구좌읍 김녕리,2023,01,136,25,22,18,16,21,16,18
c1,관광지,김만덕객주,제주특별자치도 제주시 임항로 68,2023,01,173,26,37,36,24,18,18,14
c1,관광지,김만덕기념관,제주특별자치도 제주시 산지로 7,2023,01,84,12,12,6,10,15,12,17
c1,관광지,김서프제주,제주특별자치도 서귀포시 색달로81번길 39,2023,01,46,12,12,3,5,5,3,6
c1,관광지,김영갑갤러리 두모악,제주특별자치도 서귀포시 성산읍 삼달로 137,2023,01,281,52,52,34,35,39,27,42
c1,관광지,김영수도서관,제주특별자치도 제주시 중앙로8길 18,2023,01,80,11,14,16,10,9,9,11
c1,관광지,김택화미술관,제주특별자치도 제주시 조천읍 신흥로 1,2023,01,59,12,14,7,5,8,4,9
c1,관광지,김한미술관 & 카페3206,제주특별자치도 제주시 한림읍 한상로 115,2023,01,77,14,12,12,10,11,9,9
c1,관광지,까끄래기오름,제주시 조천읍 교래리 128,2023,01,56,13,11,5,6,5,4,12
c1,관광지,꽃썸,서귀포시 안덕면 동광로 151,2023,01,72,11,14,8,15,7,7,10
c1,관광지,꿈바당 어린이도서관,제주특별자치도 제주시 연오로 140,2023,01,69,12,16,7,9,8,8,9
c1,관광지,나바론절벽,제주특별자치도 제주시 추자면 영흥리 산 19,2023,01,82,13,16,9,7,11,10,16
c1,관광지,나틸다,제주특별자치도 제주시 아란5길 31-6,2023,01,33,9,7,2,7,2,3,3
c1,관광지,낙선동 4.3성,제주특별자치도 제주시 조천읍 선흘서5길 13,2023,01,112,22,17,14,13,18,12,16
c1,관광지,낙천리아홉굿의자마을,제주시 한경면 낙수로 97,2023,01,89,13,12,16,17,12,11,8
c1,관광지,낙천아홉굿마을 의자공원,제주특별자치도 제주시 한경면 낙수로 97,2023,01,99,21,19,18,8,7,7,19
c1,관광지,낙타트래킹,제주특별자치도 서귀포시 표선면 번영로 2564-21,2023,01,138,31,14,25,16,12,14,26
c1,관광지,남내소,제주특별자치도 서귀포시 남원읍 하례로,2023,01,94,21,16,10,15,11,8,13
c1,관광지,남두연대,제주특별자치도 제주시 애월읍 신엄리 2780-1,2023,01,28,10,3,5,1,3,2,4
c1,관광지,남문지못,제주특별자치도 서귀포시 대정읍 인성리 392,2023,01,37,15,7,4,3,3,0,5
c1,관광지,남수각 하늘길 벽화거리,제주특별자치도 제주시 중앙로13길 32,2023,01,50,13,6,12,7,3,2,7
c1,관광지,남원 위미2리 어촌계,제주특별자치도 서귀포시 남원읍 태위로 208,2023,01,55,4,15,5,10,6,4,11
c1,관광지,남원큰엉해변,제주특별자치도 서귀포시 남원읍 태위로 522-17,2023,01,268,51,38,40,36,33,26,44
c1,관광지,남원항 (남원포구),제주특별자치도 서귀포시 남원읍 남태해안로 140,2023,01,80,13,12,10,12,7,10,16
c1,관광지,납읍난대림 금산공원,제주특별자치도 제주시 애월읍 납읍리 14 57,2023,01,122,30,17,17,14,12,13,19
c1,관광지,내창트레킹,제주특별자치도 서귀포시 남원읍 하례중앙로 95,2023,01,73,8,12,10,5,14,8,16
c1,관광지,너븐숭이 4.3기념관,제주특별자치도 제주시 조천읍 북촌3길 3,2023,01,323,54,49,69,44,37,32,38
c1,관광지,넥슨컴퓨터박물관,제주특별자치도 제주시 1100로 3198-8,2023,01,316,61,55,50,35,34,37,44
c1,관광지,노루생태관찰원,제주특별자치도 제주시 명림로 520,2023,01,187,32,30,23,18,23,26,35
c1,관광지,노리매공원,제주특별자치도 서귀포시 대정읍 중산간서로 2260-15,2023,01,421,78,77,74,51,45,32,64
c1,관광지,노을승마장,제주특별자치도 제주시 우도면 우도해안길 406-1,2023,01,77,16,15,11,7,7,9,12
c1,관광지,노을해안1014,제주특별자치도 제주시 한경면 노을해안로 1014,2023,01,108,18,25,19,8,10,10,18
c1,관광지,노을해안로,제주특별자치도 서귀포시 대정읍 노을해안로 24,2023,01,120,18,23,15,12,16,21,15
c1,관광지,노형수퍼마켙,제주특별자치도 제주시 노형로 89,2023,01,338,63,67,51,37,28,35,57
c1,관광지,녹산로유채꽃길,제주특별자치도 서귀포시 표선면 가시리 산 87-15,2023,01,373,74,54,58,50,51,45,41
c1,관광지,논짓물,제주특별자치도 서귀포시 하예동,2023,01,383,63,60,44,59,52,43,62
c1,관광지,놀멍쉬멍고르멍(애견카페),제주특별자치도 서귀포시 현청로 51,2023,01,58,11,12,8,10,4,7,6
c1,관광지,놀자개,제주특별자치도 제주시 오광로 143,2023,01,53,10,8,4,18,5,5,3
c1,관광지,농개,제주특별자치도 서귀포시 성산읍 환해장성로111번길 4,2023,01,59,9,16,6,5,6,7,10
c1,관광지,높은오름,제주특별자치도 제주시 구좌읍 송당리 산 213-1,2023,01,99,24,19,13,6,13,10,14
c1,관광지,누운오름(한림읍),제주특별자치도 제주시 한림읍 금악리 188-2,2023,01,70,13,13,9,5,9,8,13
c1,관광지,누웨마루거리(구 바오젠),제주특별자치도 제주시 신광로 47,2023,01,181,38,30,18,25,21,20,29
c1,관광지,눈물의십자가,제주특별자치도 제주시 추자도,2023,01,56,9,14,3,10,9,4,7
c1,관광지,느지리오름(망오름),제주특별자치도 제주시 한림읍 상명리 산 5,2023,01,88,17,14,6,12,14,7,18
c1,관광지,다끄네포구(용담포구),제주특별자치도 제주시 용담3동,2023,01,77,10,10,14,13,13,5,12
c1,관광지,다랑쉬굴,제주특별자치도 제주시 구좌읍 세화리 2608-6,2023,01,102,16,16,15,13,12,11,19
c1,관광지,다랑쉬마을,제주특별자치도 제주시 구좌읍 다랑쉬로 406-25,2023,01,89,18,19,15,9,7,11,10
c1,관광지,다랑쉬오름(월랑봉),제주특별자치도 제주시 구좌읍 세화리 2705,2023,01,850,147,133,108,110,126,96,130
c1,관광지,다려도,제주특별자치도 제주시 조천읍 북촌리,2023,01,52,9,11,7,5,4,7,9
c1,관광지,다이나믹메이즈,제주특별자치도 서귀포시 표선면 번영로 2644,2023,01,745,138,137,106,90,89,83,102
c1,관광지,단산(바굼지오름),제주특별자치도 서귀포시 안덕면 향교로 165-23,2023,01,151,22,25,24,18,13,18,31
c1,관광지,단산과 방사탑,제주특별자치도 제주시 조천읍 신흥로1길 25,2023,01,52,8,6,11,5,5,6,11
c1,관광지,닭머르해안길,제주특별자치도 제주시 조천읍 신촌북3길 62-1,2023,01,715,123,94,83,94,100,70,151
c1,관광지,답다니 탑망대 (하트원담),제주특별자치도 제주시 우도면 연평리 798,2023,01,55,9,9,14,5,4,3,11
c1,관광지,"당산봉(당오름,차귀오름)",제주특별자치도 제주시 한경면 고산리 산 15,2023,01,153,32,24,18,12,21,21,25
c1,관광지,당오름,제주특별자치도 제주시 구좌읍 송당리 산 199-1,2023,01,73,15,12,11,5,11,7,12
c1,관광지,당오름(안덕면),제주특별자치도 서귀포시 안덕면 동광리 산 68-1,2023,01,59,10,14,9,7,7,9,3
c1,관광지,당오름(한경면),제주특별자치도 제주시 한경면 용수리 산 18,2023,01,61,12,11,11,5,9,6,7
c1,관광지,당케산물(당케포구),제주특별자치도 서귀포시 표선면 표선당포로,2023,01,101,22,14,12,8,11,8,26
c1,관광지,대림리선돌,제주특별자치도 제주시 한림읍 대림리,2023,01,34,8,7,2,3,5,4,5
c1,관광지,"대수산봉(큰물뫼,물미오름)",제주특별자치도 서귀포시 성산읍 고성리 2039-1,2023,01,92,17,11,6,10,7,21,20
c1,관광지,대수포구,제주특별자치도 제주시 한림읍 수원리 1027-7,2023,01,38,7,6,5,6,2,3,9
c1,관광지,"대왕산 (왕뫼, 왕메, 왕미)",제주특별자치도 서귀포시 성산읍 수산리 1429,2023,01,35,5,7,2,2,4,5,10
c1,관광지,대유ATV수렵사격랜드,제주특별자치도 서귀포시 상예로 381,2023,01,92,13,16,17,11,5,13,17
c1,관광지,대장금촬영지(제주민속촌),제주특별자치도 서귀포시 표선면 민속해안로 631-34,2023,01,150,33,29,21,13,11,19,24
c1,관광지,대정면 4.3사건 위령비,제주특별자치도 서귀포시 대정읍 동일하모로 158-3,2023,01,47,10,10,9,6,2,6,4
c1,관광지,대정해변(하모해변),제주특별자치도 서귀포시 대정읍 하모리,2023,01,88,16,10,12,14,15,8,13
c1,관광지,대정향교,제주특별자치도 서귀포시 안덕면 향교로 165-17,2023,01,79,13,11,12,11,8,7,17
c1,관광지,대정현역사자료전시관,제주특별자치도 서귀포시 대정읍 상모대서로 17,2023,01,42,8,8,5,9,6,3,3
c1,관광지,대평포구,제주특별자치도 서귀포시 안덕면 감천로190번길 9-62-2,2023,01,146,25,17,20,17,18,18,31
c1,관광지,대포포구,제주특별자치도 서귀포시 대포로,2023,01,73,8,11,12,5,14,7,16
c1,관광지,대한민국최남단기념비/ 마라도 기념비,제주특별자치도 서귀포시 대정읍 마라로 131,2023,01,75,16,10,5,10,8,8,18
c1,관광지,댕댕놀이터,제주특별자치도 제주시 도근내길 56,2023,01,42,9,9,3,7,4,2,8
c1,관광지,댕댕샤워,제주특별자치도 제주시 애월읍 하귀9길 54-8,2023,01,45,13,8,4,5,3,7,5
c1,관광지,더 플래닛(THE PLANET),제주특별자치도 서귀포시 천제연로 70,2023,01,108,19,23,15,17,11,8,15
c1,관광지,"더럭초등학교(구, 더럭분교)",제주특별자치도 제주시 애월읍 하가로 195,2023,01,348,65,60,54,47,45,35,42
c1,관광지,더마카트,제주특별자치도 제주시 한림읍 월림7길 155,2023,01,148,23,16,37,20,15,15,22
c1,관광지,더마파크,제주특별자치도 제주시 한림읍 월림7길 155,2023,01,311,66,59,32,35,31,33,55
c1,관광지,더펫츠,제주특별자치도 제주시 1100로 3124,2023,01,63,9,12,14,10,7,3,8
c1,관광지,더힐하우스스파,제주특별자치도 제주시 한림읍 한창로 925-122,2023,01,80,11,18,12,8,9,7,15
c1,관광지,덕천리 팔자 좋아 길,제주특별자치도 제주시 구좌읍 중산간동로,2023,01,66,11,16,6,8,6,8,11
c1,관광지,도곤도곤 애견미용실,제주특별자치도 제주시 성신로1길 21,2023,01,35,5,9,5,7,2,1,6
c1,관광지,도그앤캣,제주특별자치도 서귀포시 홍중로 119-2  601동 107호,2023,01,42,6,9,4,5,5,6,7
c1,관광지,도도펫,제주특별자치도 제주시 우령8길 63-16,2023,01,37,11,6,2,8,2,4,4
c1,관광지,도두동 무지개 해안도로,제주특별자치도 제주시 도두1동,2023,01,1158,198,225,185,151,127,105,167
c1,관광지,도두봉,제주특별자치도 제주시 도두동 산 1,2023,01,685,143,114,93,83,62,67,123
c1,관광지,도두항,제주특별자치도 제주시 도공로 2,2023,01,94,16,25,8,14,11,9,11
c1,관광지,도두해안도로,제주특별자치도 제주시 도두2동 706-3,2023,01,39,6,6,6,5,5,3,8
c1,관광지,도령모루,제주특별자치도,2023,01,43,10,8,2,8,4,3,8
c1,관광지,도리미오름,제주특별자치도 제주시 구좌읍 송당리 산 255-1,2023,01,34,7,7,7,5,0,3,5
c1,관광지,도순다원,제주특별자치도 서귀포시 중산간서로356번길 152-41,2023,01,282,48,40,27,35,49,29,54
c1,관광지,도치돌 알파카목장,제주특별자치도 제주시 애월읍 도치돌길 293,2023,01,235,40,37,36,32,36,22,32
c1,관광지,독자봉,제주특별자치도 서귀포시 성산읍 신산리 1785,2023,01,52,10,10,7,6,2,3,14
c1,관광지,돈내코,제주특별자치도 서귀포시 516로 (상효동),2023,01,302,48,47,50,43,42,29,43
c1,관광지,돈내코유원지,제주특별자치도 서귀포시 돈내코로 120,2023,01,181,37,30,24,21,21,23,25
