CL_CD,CL_NM,AREA_NM,ADDR,BASE_YEAR,BASE_MT,ALL_TOTAL_CO,MON_VIEWS_CO,TUES_VIEWS_CO,WED_VIEWS_CO,THUR_VIEWS_CO,FRI_VIEWS_CO,SAT_VIEWS_CO,SUN_VIEWS_CO
c1,관광지,검멀레동굴,제주특별자치도 제주시 우도면,2023,02,116,18,17,23,18,17,16,7
c1,관광지,검멀레해변,제주특별자치도 제주시 우도면 우도해안길,2023,02,185,30,28,32,34,26,18,17
c1,관광지,게우지코지,제주특별자치도 서귀포시 하효동,2023,02,87,9,11,13,18,12,15,9
c1,관광지,겨울이네,제주특별자치도 제주시 아란4길 91,2023,02,28,3,1,8,8,0,4,4
c1,관광지,고근산(고공산),제주특별자치도 서귀포시 고근산로202번길 48,2023,02,114,15,14,17,12,26,16,14
c1,관광지,고내리 다락쉼터,제주특별자치도 제주시 애월읍 애월해안로 284,2023,02,68,9,10,13,10,16,5,5
c1,관광지,고내리포구,제주특별자치도 제주시 애월읍 고내리,2023,02,31,3,5,6,5,3,2,7
c1,관광지,"고내봉(고내오름,고니오름,망오름)",제주특별자치도 제주시 애월읍 고내리 산 3-1,2023,02,79,10,13,12,12,14,13,5
c1,관광지,고사리숲,제주특별자치도 제주시 애월읍 평화로 2715 제주관광대학교 내 창업보육센터 본관 315호,2023,02,59,5,11,11,10,6,4,12
c1,관광지,고산일과해안도로,제주특별자치도 서귀포시 대정읍 영락하동로 9-6,2023,02,44,2,5,9,5,10,6,7
c1,관광지,고살리숲길,제주특별자치도 서귀포시 남원읍 하례리 산 54-2,2023,02,165,14,34,26,22,17,34,18
c1,관광지,고씨주택,제주특별자치도 제주시 관덕로17길 27-1,2023,02,54,7,5,11,5,10,6,10
c1,관광지,고요산책,제주특별자치도 제주시 중앙로12길 5,2023,02,45,7,5,13,8,4,2,6
c1,관광지,고포잇다이브센터,제주특별자치도 서귀포시 이어도로 685-1,2023,02,43,6,4,11,7,5,5,5
c1,관광지,고흐의 정원,제주특별자치도 서귀포시 성산읍 삼달신풍로 126-5,2023,02,112,18,10,29,11,20,10,14
c1,관광지,곤물,제주특별자치도 서귀포시 안덕면 화순서서로64번길 64-4,2023,02,32,5,5,8,1,7,1,5
c1,관광지,곤흘동(곤을동) 마을터,제주특별자치도 제주시 화북1동 4438,2023,02,100,9,13,18,15,12,19,14
c1,관광지,골프탕탕,제주특별자치도 서귀포시 안덕면 산록남로 762번길 71,2023,02,43,1,7,10,7,6,5,7
c1,관광지,곱닥한개,제주특별자치도 제주시 설촌로10길 12,2023,02,28,2,3,10,3,4,2,4
c1,관광지,공방:하루_반,제주특별자치도 제주시 구좌읍 월정7길 42-6 1층,2023,02,28,2,2,9,5,2,3,5
c1,관광지,공천포,제주특별자치도 서귀포시 남원읍 신례리,2023,02,49,4,2,15,4,7,8,9
c1,관광지,공천포구,제주특별자치도 서귀포시 남원읍 신례리,2023,02,26,2,4,7,5,2,3,3
c1,관광지,곶자왈,제주특별자치도 서귀포시 대정읍 신평리,2023,02,129,21,17,24,18,19,16,14
c1,관광지,곽지패총,제주특별자치도 제주시 애월읍 곽지리 2043-1,2023,02,28,3,2,8,6,2,4,3
c1,관광지,곽지해수욕장,제주특별자치도 제주시 애월읍 애월원당길 (곽지리),2023,02,486,65,112,80,65,53,53,58
c1,관광지,곽지해수욕장야영장,제주특별자치도 제주시 애월읍 곽지리 1565,2023,02,48,4,7,9,7,7,5,9
c1,관광지,관덕정,제주특별자치도 제주시 관덕로 19,2023,02,427,45,53,70,64,76,58,61
c1,관광지,관음사,제주특별자치도 제주시 산록북로 660,2023,02,170,23,28,28,23,22,20,26
c1,관광지,관음사 군 주둔지 옛터,제주특별자치도 제주시 산록북로 660,2023,02,36,4,5,4,8,4,3,8
c1,관광지,관음사 야영장,제주특별자치도 제주시 산록북로 588,2023,02,82,12,15,19,10,4,8,14
c1,관광지,관음사 템플스테이,제주시 산록북로 660,2023,02,30,4,4,8,4,3,3,4
c1,관광지,광령귤나무,제주특별자치도 제주시 애월읍 광령8길 24-2,2023,02,37,4,2,8,6,5,5,7
c1,관광지,광치기해변,제주특별자치도 서귀포시 성산읍 섭지코지로 63,2023,02,995,162,164,124,124,141,153,127
c1,관광지,교래자연휴양림,제주특별자치도 제주시 조천읍 남조로 2023,2023,02,196,28,23,29,37,25,30,24
c1,관광지,구엄리돌염전,제주특별자치도 제주시 애월읍 애월해안로 708,2023,02,450,81,70,70,56,54,47,72
c1,관광지,구엄포구,제주특별자치도 제주시 애월읍 구엄리,2023,02,45,5,5,8,9,5,5,8
c1,관광지,구좌 하도어촌계,제주특별자치도 제주시 구좌읍 해맞이해안로 1897-27,2023,02,57,6,9,8,11,4,10,9
c1,관광지,구좌해안로,제주특별자치도 제주시 구좌읍 구좌해안로,2023,02,45,6,9,9,8,5,4,4
c1,관광지,국립제주박물관,제주특별자치도 제주시 일주동로 17,2023,02,205,27,22,39,28,34,27,28
c1,관광지,"군산(군산오름,코메오름)",제주특별자치도 서귀포시 안덕면 창천리 산 3-1,2023,02,564,65,154,72,63,66,69,75
c1,관광지,굴동포구,제주특별자치도 제주시 구좌읍 해맞이해안로,2023,02,42,5,6,10,3,9,6,3
c1,관광지,굿다이버,제주특별자치도 서귀포시 중산간서로 41 (강정동),2023,02,16,0,1,9,2,3,0,1
c1,관광지,궁대오름(궁대악),제주특별자치도 서귀포시 성산읍 금백조로 446,2023,02,33,6,3,12,3,4,2,3
c1,관광지,귀덕연대,제주특별자치도 제주시 한림읍 귀덕14길 14-5,2023,02,22,1,2,6,5,5,0,3
c1,관광지,귀빈사,제주특별자치도 제주시 구좌읍 비자림로 1456,2023,02,48,5,6,11,10,5,6,5
c1,관광지,귤밭76번지,제주특별자치도 서귀포시 안덕면 병악로 76,2023,02,163,23,23,21,29,20,24,23
c1,관광지,귤빛캠핑장,제주특별자치도 제주시 조천읍 함와로 428,2023,02,53,6,1,13,8,8,7,10
c1,관광지,그랑블루 요트투어,제주특별자치도 서귀포시 대포로 174,2023,02,78,14,12,15,12,9,8,8
c1,관광지,그랑블루호(선상낚시),제주특별자치도 서귀포시 남원읍 위미중앙로180번길 10,2023,02,46,7,8,10,4,3,4,10
c1,관광지,그루밍시즌,제주특별자치도 서귀포시 동홍로 29,2023,02,28,4,5,8,2,4,2,3
c1,관광지,그루밍제주,제주특별자치도 서귀포시 천제연로 357,2023,02,39,4,5,8,7,4,4,7
c1,관광지,그리스신화박물관 / 트릭아이미술관,제주특별자치도 제주시 한림읍 광산로 942,2023,02,132,26,16,20,18,14,21,17
c1,관광지,그린크루즈(산방산유람선),제주특별자치도 서귀포시 안덕면 화순해안로106번길 16,2023,02,114,16,12,21,17,21,9,18
c1,관광지,그제바람 윈드서핑패들보드,제주특별자치도 제주시 선사로8길 13-4,2023,02,21,3,1,6,3,3,1,4
c1,관광지,금능석물원,제주특별자치도 제주시 한림읍 한림로 176,2023,02,165,34,23,26,25,13,28,16
c1,관광지,금능포구,제주특별자치도 제주시 한림읍 금능리,2023,02,22,2,4,6,2,2,2,4
c1,관광지,금능해수욕장,제주특별자치도 제주시 한림읍 금능길 119-10,2023,02,564,87,94,77,72,84,70,80
c1,관광지,금덕무환자나무및팽나무군락,제주특별자치도 제주시 애월읍 유수암리 1920,2023,02,32,3,4,10,4,5,3,3
c1,관광지,금룡사,제주특별자치도 제주시 구좌읍 김녕로 148-11,2023,02,40,3,7,10,7,3,4,6
c1,관광지,금룡사 템플스테이,제주특별자치도 제주시 구좌읍 김녕로 148-11,2023,02,44,6,7,7,7,3,5,9
c1,관광지,금붕사,제주특별자치도 제주시 구좌읍 일주동로 3618-1,2023,02,46,6,7,11,5,9,2,6
c1,관광지,금성포구,제주특별자치도 제주시 애월읍 금성리 573-1,2023,02,42,3,9,11,6,3,3,7
c1,관광지,금악오름(왕매),제주특별자치도 제주시 한림읍 금악리 산 1-1,2023,02,320,50,34,54,43,50,46,43
c1,관광지,기독교순례길 1코스(순종의길),제주특별자치도 제주시 애월읍 금성하안길 3,2023,02,109,15,25,19,15,12,13,10
c1,관광지,기독교순례길 2코스(순교의길),제주특별자치도 제주시 한림읍 협재8길 8,2023,02,52,5,8,7,8,10,7,7
c1,관광지,기독교순례길 3코스(사명의길),제주특별자치도 제주시 한경면 조수3길 7,2023,02,41,6,8,10,3,6,5,3
c1,관광지,기독교순례길 4코스(화해의길),제주특별자치도 서귀포시 대정읍 추사로36번길 11,2023,02,73,7,19,12,8,17,5,5
c1,관광지,김경숙해바라기농장,제주특별자치도 제주시 번영로 854-1,2023,02,225,29,29,39,32,30,39,27
c1,관광지,김녕 지질트레일,제주특별자치도 제주시 구좌읍 김녕로 209,2023,02,296,45,35,45,33,44,55,39
c1,관광지,김녕 청굴물,제주특별자치도 제주시 구좌읍 김녕리 1296,2023,02,127,17,15,24,19,17,21,14
c1,관광지,김녕금속공예벽화마을,제주특별자치도 제주시 구좌읍 김녕항3길 18-16,2023,02,112,21,18,14,15,11,14,19
c1,관광지,김녕사굴,제주특별자치도 제주시 구좌읍 덕천리 201-4,2023,02,434,63,54,65,67,81,52,52
c1,관광지,김녕요트투어,제주특별자치도 제주시 구좌읍 구좌해안로 229-16,2023,02,96,14,13,17,19,11,10,12
c1,관광지,김녕항,제주특별자치도 제주시 구좌읍 김녕항1길 50-13,2023,02,40,3,5,11,8,5,4,4
c1,관광지,김녕해수욕장,제주특별자치도 제주시 구좌읍 구좌해안로 237,2023,02,1021,135,176,146,145,142,127,150
c1,관광지,김녕해수욕장야영장,제주특별자치도 제주시 구좌읍 해맞이해안로 7-6,2023,02,95,14,23,14,11,11,8,14
c1,관광지,김녕해안도로,제주특별자치도 제주시 구좌읍 김녕리,2023,02,130,28,9,23,16,22,19,13
c1,관광지,김만덕객주,제주특별자치도 제주시 임항로 68,2023,02,138,16,26,34,13,20,13,16
c1,관광지,김만덕기념관,제주특별자치도 제주시 산지로 7,2023,02,87,15,12,23,8,8,6,15
c1,관광지,김서프제주,제주특별자치도 서귀포시 색달로81번길 39,2023,02,17,0,3,6,1,1,2,4
c1,관광지,김영갑갤러리 두모악,제주특별자치도 서귀포시 성산읍 삼달로 137,2023,02,210,30,33,43,22,28,22,32
c1,관광지,김영수도서관,제주특별자치도 제주시 중앙로8길 18,2023,02,42,8,8,10,6,5,2,3
c1,관광지,김택화미술관,제주특별자치도 제주시 조천읍 신흥로 1,2023,02,48,7,5,11,10,5,4,6
c1,관광지,김한미술관 & 카페3206,제주특별자치도 제주시 한림읍 한상로 115,2023,02,64,5,8,13,14,10,5,9
c1,관광지,까끄래기오름,제주시 조천읍 교래리 128,2023,02,47,6,7,11,3,9,5,6
c1,관광지,꽃썸,서귀포시 안덕면 동광로 151,2023,02,58,7,7,10,13,7,5,9
c1,관광지,꿈바당 어린이도서관,제주특별자치도 제주시 연오로 140,2023,02,56,6,6,14,11,7,5,7
c1,관광지,나바론절벽,제주특별자치도 제주시 추자면 영흥리 산 19,2023,02,45,2,3,11,7,6,8,8
c1,관광지,나틸다,제주특별자치도 제주시 아란5길 31-6,2023,02,18,0,1,6,0,5,3,3
c1,관광지,낙선동 4.3성,제주특별자치도 제주시 조천읍 선흘서5길 13,2023,02,56,7,9,11,8,10,6,5
c1,관광지,낙천리아홉굿의자마을,제주시 한경면 낙수로 97,2023,02,128,18,11,27,18,17,13,24
c1,관광지,낙천아홉굿마을 의자공원,제주특별자치도 제주시 한경면 낙수로 97,2023,02,73,8,12,19,8,12,6,8
c1,관광지,낙타트래킹,제주특별자치도 서귀포시 표선면 번영로 2564-21,2023,02,121,25,11,23,17,22,13,10
c1,관광지,남내소,제주특별자치도 서귀포시 남원읍 하례로,2023,02,66,7,3,16,10,8,9,13
c1,관광지,남두연대,제주특별자치도 제주시 애월읍 신엄리 2780-1,2023,02,23,1,2,6,4,0,2,8
c1,관광지,남문지못,제주특별자치도 서귀포시 대정읍 인성리 392,2023,02,27,5,4,6,6,1,2,3
c1,관광지,남수각 하늘길 벽화거리,제주특별자치도 제주시 중앙로13길 32,2023,02,48,11,8,5,3,11,6,4
c1,관광지,남원 위미2리 어촌계,제주특별자치도 서귀포시 남원읍 태위로 208,2023,02,38,4,5,8,6,6,6,3
c1,관광지,남원큰엉해변,제주특별자치도 서귀포시 남원읍 태위로 522-17,2023,02,308,39,60,44,43,35,40,47
c1,관광지,남원항 (남원포구),제주특별자치도 서귀포시 남원읍 남태해안로 140,2023,02,49,2,5,13,5,6,9,9
c1,관광지,납읍난대림 금산공원,제주특별자치도 제주시 애월읍 납읍리 14 57,2023,02,106,3,16,21,11,14,19,22
c1,관광지,내창트레킹,제주특별자치도 서귀포시 남원읍 하례중앙로 95,2023,02,62,16,14,9,7,5,4,7
c1,관광지,너븐숭이 4.3기념관,제주특별자치도 제주시 조천읍 북촌3길 3,2023,02,316,45,41,70,47,37,46,30
c1,관광지,넥슨컴퓨터박물관,제주특별자치도 제주시 1100로 3198-8,2023,02,234,33,37,42,41,31,18,32
c1,관광지,노루생태관찰원,제주특별자치도 제주시 명림로 520,2023,02,121,22,17,21,14,16,20,11
c1,관광지,노리매공원,제주특별자치도 서귀포시 대정읍 중산간서로 2260-15,2023,02,576,105,82,100,93,59,66,71
c1,관광지,노을승마장,제주특별자치도 제주시 우도면 우도해안길 406-1,2023,02,60,7,11,11,6,11,6,8
c1,관광지,노을해안1014,제주특별자치도 제주시 한경면 노을해안로 1014,2023,02,74,9,7,11,9,14,14,10
c1,관광지,노을해안로,제주특별자치도 서귀포시 대정읍 노을해안로 24,2023,02,119,21,18,17,12,21,13,17
c1,관광지,노형수퍼마켙,제주특별자치도 제주시 노형로 89,2023,02,381,43,55,70,57,53,46,57
c1,관광지,녹산로유채꽃길,제주특별자치도 서귀포시 표선면 가시리 산 87-15,2023,02,889,143,156,122,122,128,124,94
c1,관광지,논짓물,제주특별자치도 서귀포시 하예동,2023,02,489,69,59,76,65,69,74,77
c1,관광지,놀멍쉬멍고르멍(애견카페),제주특별자치도 서귀포시 현청로 51,2023,02,41,3,7,13,4,7,4,3
c1,관광지,놀자개,제주특별자치도 제주시 오광로 143,2023,02,35,4,3,11,4,3,5,5
c1,관광지,농개,제주특별자치도 서귀포시 성산읍 환해장성로111번길 4,2023,02,55,9,7,15,4,6,8,6
c1,관광지,높은오름,제주특별자치도 제주시 구좌읍 송당리 산 213-1,2023,02,93,16,13,17,12,12,12,11
c1,관광지,누운오름(한림읍),제주특별자치도 제주시 한림읍 금악리 188-2,2023,02,65,12,8,12,6,7,10,10
c1,관광지,누웨마루거리(구 바오젠),제주특별자치도 제주시 신광로 47,2023,02,172,31,18,29,25,23,26,20
c1,관광지,눈물의십자가,제주특별자치도 제주시 추자도,2023,02,46,10,3,7,6,5,7,8
c1,관광지,느지리오름(망오름),제주특별자치도 제주시 한림읍 상명리 산 5,2023,02,57,7,11,12,7,6,7,7
c1,관광지,다끄네포구(용담포구),제주특별자치도 제주시 용담3동,2023,02,26,2,2,7,1,5,5,4
c1,관광지,다랑쉬굴,제주특별자치도 제주시 구좌읍 세화리 2608-6,2023,02,86,10,15,21,13,16,4,7
c1,관광지,다랑쉬마을,제주특별자치도 제주시 구좌읍 다랑쉬로 406-25,2023,02,75,8,10,16,16,6,7,12
c1,관광지,다랑쉬오름(월랑봉),제주특별자치도 제주시 구좌읍 세화리 2705,2023,02,1033,165,165,146,139,123,139,156
c1,관광지,다려도,제주특별자치도 제주시 조천읍 북촌리,2023,02,43,7,6,9,9,3,3,6
c1,관광지,다이나믹메이즈,제주특별자치도 서귀포시 표선면 번영로 2644,2023,02,606,102,65,108,97,86,74,74
c1,관광지,단산(바굼지오름),제주특별자치도 서귀포시 안덕면 향교로 165-23,2023,02,119,21,17,13,19,13,27,9
c1,관광지,단산과 방사탑,제주특별자치도 제주시 조천읍 신흥로1길 25,2023,02,36,9,5,6,5,2,6,3
c1,관광지,닭머르해안길,제주특별자치도 제주시 조천읍 신촌북3길 62-1,2023,02,749,88,134,114,90,124,93,106
c1,관광지,답다니 탑망대 (하트원담),제주특별자치도 제주시 우도면 연평리 798,2023,02,34,3,5,7,4,10,4,1
c1,관광지,"당산봉(당오름,차귀오름)",제주특별자치도 제주시 한경면 고산리 산 15,2023,02,123,14,16,24,11,18,22,18
c1,관광지,당오름,제주특별자치도 제주시 구좌읍 송당리 산 199-1,2023,02,52,2,7,10,10,6,10,7
c1,관광지,당오름(안덕면),제주특별자치도 서귀포시 안덕면 동광리 산 68-1,2023,02,46,4,6,12,8,3,6,7
c1,관광지,당오름(한경면),제주특별자치도 제주시 한경면 용수리 산 18,2023,02,48,7,7,10,5,9,7,3
c1,관광지,당케산물(당케포구),제주특별자치도 서귀포시 표선면 표선당포로,2023,02,46,4,4,12,8,7,7,4
c1,관광지,대림리선돌,제주특별자치도 제주시 한림읍 대림리,2023,02,28,3,7,6,3,2,1,6
c1,관광지,"대수산봉(큰물뫼,물미오름)",제주특별자치도 서귀포시 성산읍 고성리 2039-1,2023,02,63,7,10,14,9,8,8,7
c1,관광지,대수포구,제주특별자치도 제주시 한림읍 수원리 1027-7,2023,02,27,2,3,9,4,3,2,4
c1,관광지,"대왕산 (왕뫼, 왕메, 왕미)",제주특별자치도 서귀포시 성산읍 수산리 1429,2023,02,25,1,2,9,5,2,2,4
c1,관광지,대유ATV수렵사격랜드,제주특별자치도 서귀포시 상예로 381,2023,02,76,7,13,19,7,7,9,14
c1,관광지,대장금촬영지(제주민속촌),제주특별자치도 서귀포시 표선면 민속해안로 631-34,2023,02,112,19,12,20,13,14,23,11
c1,관광지,대정면 4.3사건 위령비,제주특별자치도 서귀포시 대정읍 동일하모로 158-3,2023,02,27,1,3,6,6,4,2,5
c1,관광지,대정해변(하모해변),제주특별자치도 서귀포시 대정읍 하모리,2023,02,72,10,10,16,10,7,11,8
c1,관광지,대정향교,제주특별자치도 서귀포시 안덕면 향교로 165-17,2023,02,78,11,24,13,6,6,9,9
c1,관광지,대정현역사자료전시관,제주특별자치도 서귀포시 대정읍 상모대서로 17,2023,02,28,5,2,8,3,1,5,4
c1,관광지,대평포구,제주특별자치도 서귀포시 안덕면 감천로190번길 9-62-2,2023,02,142,22,22,24,18,16,18,22
c1,관광지,대포포구,제주특별자치도 서귀포시 대포로,2023,02,48,9,4,7,6,7,12,3
c1,관광지,대한민국최남단기념비/ 마라도 기념비,제주특별자치도 서귀포시 대정읍 마라로 131,2023,02,70,10,11,16,6,12,7,8
c1,관광지,댕댕놀이터,제주특별자치도 제주시 도근내길 56,2023,02,34,1,5,10,5,4,4,5
c1,관광지,댕댕샤워,제주특별자치도 제주시 애월읍 하귀9길 54-8,2023,02,43,3,3,8,8,6,3,12
c1,관광지,더 플래닛(THE PLANET),제주특별자치도 서귀포시 천제연로 70,2023,02,86,12,12,12,18,13,7,12
c1,관광지,"더럭초등학교(구, 더럭분교)",제주특별자치도 제주시 애월읍 하가로 195,2023,02,305,42,56,49,32,48,38,40
c1,관광지,더마카트,제주특별자치도 제주시 한림읍 월림7길 155,2023,02,144,20,23,20,10,23,17,31
c1,관광지,더마파크,제주특별자치도 제주시 한림읍 월림7길 155,2023,02,256,30,32,55,48,31,22,38
c1,관광지,더펫츠,제주특별자치도 제주시 1100로 3124,2023,02,66,6,14,14,7,9,11,5
c1,관광지,더힐하우스스파,제주특별자치도 제주시 한림읍 한창로 925-122,2023,02,55,8,7,12,10,6,4,8
c1,관광지,덕천리 팔자 좋아 길,제주특별자치도 제주시 구좌읍 중산간동로,2023,02,67,13,12,13,9,11,6,3
c1,관광지,도곤도곤 애견미용실,제주특별자치도 제주시 성신로1길 21,2023,02,30,6,4,7,3,4,3,3
c1,관광지,도그앤캣,제주특별자치도 서귀포시 홍중로 119-2  601동 107호,2023,02,39,5,4,11,5,5,4,5
c1,관광지,도도펫,제주특별자치도 제주시 우령8길 63-16,2023,02,21,2,3,4,4,0,5,3
c1,관광지,도두동 무지개 해안도로,제주특별자치도 제주시 도두1동,2023,02,1046,132,192,167,129,134,162,130
c1,관광지,도두봉,제주특별자치도 제주시 도두동 산 1,2023,02,547,89,72,89,89,76,63,69
c1,관광지,도두항,제주특별자치도 제주시 도공로 2,2023,02,70,6,16,12,10,11,7,8
c1,관광지,도두해안도로,제주특별자치도 제주시 도두2동 706-3,2023,02,37,7,5,7,5,6,3,4
c1,관광지,도령모루,제주특별자치도,2023,02,25,3,5,6,2,4,3,2
c1,관광지,도리미오름,제주특별자치도 제주시 구좌읍 송당리 산 255-1,2023,02,28,1,6,8,4,4,1,4
c1,관광지,도순다원,제주특별자치도 서귀포시 중산간서로356번길 152-41,2023,02,255,31,35,36,39,27,52,35
c1,관광지,도치돌 알파카목장,제주특별자치도 제주시 애월읍 도치돌길 293,2023,02,185,26,22,37,25,22,26,27
c1,관광지,독자봉,제주특별자치도 서귀포시 성산읍 신산리 1785,2023,02,29,1,4,9,2,1,6,6
c1,관광지,돈내코,제주특별자치도 서귀포시 516로 (상효동),2023,02,250,38,47,45,30,32,27,31
c1,관광지,돈내코유원지,제주특별자치도 서귀포시 돈내코로 120,2023,02,161,21,23,23,20,19,20,35
c1,관광지,돈대산,제주특별자치도 제주시 추자면 예초리 산 67-1,2023,02,13,2,3,4,1,0,2,1
c1,관광지,돈대산산림휴양산책로,제주특별자치도 제주시 추자면 예초리 산 67-1,2023,02,11,0,2,4,2,1,0,2
