CL_CD,CL_NM,AREA_NM,ADDR,BASE_YEAR,BASE_MT,ALL_TOTAL_CO,MON_VIEWS_CO,TUES_VIEWS_CO,WED_VIEWS_CO,THUR_VIEWS_CO,FRI_VIEWS_CO,SAT_VIEWS_CO,SUN_VIEWS_CO
c1,관광지,장전리 벚꽃축제길,제주특별자치도 제주시 애월읍 광상로 403,2023,02,139,23,22,23,22,19,16,14
c1,관광지,저지 예술인 마을,제주특별자치도 제주시 한경면 저지14길 28-4,2023,02,313,47,55,68,26,33,54,30
c1,관광지,"저지오름(닥몰오름,새오름)",제주특별자치도 제주시 한경면 저지리 산 51,2023,02,106,11,18,17,12,16,16,16
c1,관광지,전농로 서사라문화거리,제주특별자치도 제주시 서사로7길 27,2023,02,94,16,13,19,13,12,11,10
c1,관광지,절물오름(큰대나),제주특별자치도 제주시 명림로 584 일대,2023,02,54,6,7,9,12,6,7,7
c1,관광지,절부암,제주특별자치도 제주시 한경면 용수3길 22,2023,02,36,4,5,11,6,4,3,3
c1,관광지,점보빌리지,제주특별자치도 서귀포시 안덕면 평화로 319번길 31-11,2023,02,145,28,9,27,22,17,26,16
c1,관광지,정모시쉼터,제주특별자치도 서귀포시 부두로5번길 9,2023,02,52,5,7,14,5,6,7,8
c1,관광지,정물오름,제주특별자치도 제주시 한림읍 금악리 산 52-1,2023,02,90,9,12,24,10,8,17,10
c1,관광지,정방폭포,제주특별자치도 서귀포시 칠십리로214번길 37,2023,02,1519,226,221,208,211,230,208,215
c1,관광지,정의향교,제주특별자치도 서귀포시 표선면 성읍서문로 14,2023,02,40,1,9,6,8,4,5,7
c1,관광지,정의현 일관헌,제주특별자치도 서귀포시 표선면 성읍리 690,2023,02,32,6,2,7,3,2,5,7
c1,관광지,정주항,제주특별자치도 제주시 조천읍 함덕리,2023,02,26,1,5,6,3,4,1,6
c1,관광지,제라진 제주오프로드 사파리,제주특별자치도 제주시 조천읍 선교로 33,2023,02,51,12,7,11,3,5,5,8
c1,관광지,제라펫,제주특별자치도 제주시 용담로20길 28,2023,02,23,5,0,8,1,1,5,3
c1,관광지,제로스테이션(제로포인트트레일),제주특별자치도 제주시 산지로 25 2층,2023,02,57,8,3,15,13,7,8,3
c1,관광지,제스피 맥주협동조합 양조장,제주특별자치도 서귀포시 남원읍 서성로652번길 63-3,2023,02,21,4,2,3,3,3,2,4
c1,관광지,제원한의원,제주특별자치도 제주시 신대로14길 36 2층,2023,02,30,1,6,11,4,3,3,2
c1,관광지,제주 더팔팔농장,제주특별자치도 서귀포시 성산읍 독자봉로60번길 20,2023,02,44,2,6,12,5,6,2,11
c1,관광지,제주 삼양동 유적,제주특별자치도 제주시 선사로2길 13 (삼양일동),2023,02,96,10,11,19,17,15,11,13
c1,관광지,제주 이호털보 배낚시,제주시 테우해안로 146,2023,02,75,4,13,14,8,7,14,15
c1,관광지,제주 카카오캠핑,제주특별자치도 제주시 일주서로 7867,2023,02,18,1,2,5,4,3,2,1
c1,관광지,제주 패러글라이딩 스쿨,"제주특별자치도 제주시 신선길 17-6, 일도주택3층(일도2동)",2023,02,51,7,8,12,6,8,4,6
c1,관광지,제주4.3평화공원,제주특별자치도 제주시 명림로 430,2023,02,441,63,66,77,62,63,60,50
c1,관광지,제주고산리유적,제주특별자치도 제주시 한경면 노을해안로 1100,2023,02,95,15,18,18,9,10,16,9
c1,관광지,제주공룡랜드[휴장중],제주특별자치도 제주시 애월읍 광령평화2길 1,2023,02,186,23,22,39,32,31,12,27
c1,관광지,제주곶자왈도립공원,제주특별자치도 서귀포시 대정읍 에듀시티로 178,2023,02,264,47,43,45,36,29,32,32
c1,관광지,제주교육박물관,제주특별자치도 제주시 오복 4길 25,2023,02,69,11,9,14,10,7,11,7
c1,관광지,제주국제공항,제주특별자치도 제주시 공항로 2,2023,02,184,20,24,43,24,26,34,13
c1,관광지,제주국제공항(정뜨르비행장),제주특별자치도 제주시 공항로 2,2023,02,75,16,17,15,8,9,4,6
c1,관광지,제주국제예술센터,제주특별자치도 서귀포시 대정읍 서삼중로 117,2023,02,42,6,5,10,8,3,5,5
c1,관광지,제주국제컨벤션센터 icc,제주특별자치도 서귀포시 중문관광로 224,2023,02,117,18,23,25,11,25,11,4
c1,관광지,제주국제평화센터,제주특별자치도 서귀포시 중문 관광로 227-24,2023,02,36,5,5,9,5,4,4,4
c1,관광지,제주글램핑 (무한자미향),제주특별자치도 제주시 구좌읍 중산간동로 1921,2023,02,43,4,8,7,5,5,8,6
c1,관광지,제주기독교순례길,제주특별자치도 제주시 애월읍 금성하안길 3,2023,02,135,17,24,25,18,16,19,16
c1,관광지,제주김녕미로공원,제주특별자치도 제주시 구좌읍 만장굴길 122,2023,02,499,69,82,85,66,68,57,72
c1,관광지,제주난타,제주특별자치도 제주시 선돌목동길 56-26,2023,02,72,9,11,12,13,8,8,11
c1,관광지,제주농업학교 옛터,제주특별자치도 제주시 전농로 100,2023,02,23,1,3,4,5,1,6,3
c1,관광지,제주다,제주특별자치도 제주시 애월읍 납읍남로 65,2023,02,36,6,2,9,7,3,5,4
c1,관광지,제주다원 녹차미로공원,제주특별자치도 서귀포시 산록남로 1258,2023,02,502,73,81,76,69,81,66,56
c1,관광지,제주다이브 체험다이빙,제주특별자치도 서귀포시 월드컵로 84,2023,02,53,3,9,12,8,9,3,9
c1,관광지,제주대학교 가는길,제주특별자치도 제주시 제주대학로 102,2023,02,55,7,4,11,9,7,8,9
c1,관광지,제주대학교병원,제주특별자치도 제주시 아란13길 15,2023,02,47,3,5,14,4,3,8,10
c1,관광지,제주도공방노꼬메,제주특별자치도 제주시 동문로21길 19-2,2023,02,64,9,8,10,10,9,10,8
c1,관광지,제주도립김창열미술관,제주특별자치도 제주시 한경면 용금로 883-5,2023,02,191,29,31,39,29,22,24,17
c1,관광지,제주돌마을공원,제주특별자치도 제주시 한림읍 금능남로 421,2023,02,93,16,10,20,16,13,8,10
c1,관광지,제주돌문화공원,제주특별자치도 제주시 조천읍 남조로 2023,2023,02,469,67,83,64,70,63,74,48
c1,관광지,제주돌하르방캠핑장,제주특별자치도 제주시 한경면 낙수로 271-40,2023,02,42,9,2,9,7,7,5,3
c1,관광지,제주동백수목원,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 15,2023,02,936,136,139,154,146,116,122,123
c1,관광지,제주라프 짚라인,제주특별자치도 제주시 조천읍 선교로 117,2023,02,399,58,48,67,38,69,52,67
c1,관광지,제주러브랜드[휴업중],제주특별자치도 제주시 1100로 2894-72,2023,02,237,39,31,44,20,27,36,40
c1,관광지,제주레이크힐스컨트리클럽,제주특별자치도 서귀포시 산록남로 1391 (중문동),2023,02,57,7,9,11,11,4,6,9
c1,관광지,제주레일바이크,제주특별자치도 제주시 구좌읍 용눈이오름로 641,2023,02,840,133,138,164,106,108,88,103
c1,관광지,제주레포츠랜드,제주특별자치도 제주시 조천읍 와흘상서2길 47,2023,02,326,46,40,68,46,33,37,56
c1,관광지,제주롯데스카이힐컨트리클럽,제주특별자치도 서귀포시 상예로 530,2023,02,26,1,3,5,8,1,3,5
c1,관광지,제주목관아,제주특별자치도 제주시 관덕로 25,2023,02,113,12,21,21,19,13,11,16
c1,관광지,제주문예회관,제주특별자치도 제주시 동광로 69,2023,02,63,8,5,16,16,3,6,9
c1,관광지,제주미래교육연구원 과학탐구체험장,제주특별자치도 제주시 산록북로 421,2023,02,86,9,11,20,13,16,8,9
c1,관광지,제주민속촌,제주특별자치도 서귀포시 표선면 민속해안로 631-34,2023,02,373,65,63,58,41,45,57,44
c1,관광지,제주바다체험장,제주특별자치도 제주시 구좌읍 동복리 608-3,2023,02,100,14,11,19,11,14,11,20
c1,관광지,제주베니스랜드,제주특별자치도 서귀포시 성산읍 난산리 2575,2023,02,327,54,51,58,48,35,42,39
c1,관광지,제주베스트힐,제주특별자치도 제주시 조천읍 남조로 2109-38,2023,02,33,6,5,8,5,3,3,3
c1,관광지,제주별빛누리공원,제주특별자치도 제주시 선돌목동길 60,2023,02,108,13,15,21,20,14,16,9
c1,관광지,제주불교성지 순례길 절로 가는길 - 보시의 길,제주특별자치도 제주시 애월읍 수산곰솔길 56,2023,02,44,5,7,6,3,2,7,14
c1,관광지,제주불교성지 순례길 절로 가는길 - 인욕의 길,제주특별자치도 제주시 산록북로 660,2023,02,45,8,4,8,7,7,8,3
c1,관광지,제주불교성지 순례길 절로 가는길 - 정진의 길,제주특별자치도 서귀포시 영실로 246 (하원동),2023,02,33,4,6,4,5,5,5,4
c1,관광지,제주불교성지 순례길 절로 가는길 - 지계의 길,제주특별자치도 제주시 서연길 10,2023,02,36,4,4,12,4,7,2,3
c1,관광지,제주불교성지 순례길 절로가는길 - 선정의 길,제주특별자치도 서귀포시 516로771번길 59,2023,02,55,8,9,11,6,10,6,5
c1,관광지,제주불빛정원 테마파크,제주특별자치도 제주시 애월읍 평화로 2346,2023,02,211,24,42,33,32,37,20,23
c1,관광지,제주빅볼랜드,제주특별자치도 제주시 애월읍 산록서로 15,2023,02,332,52,43,65,43,41,41,47
c1,관광지,제주사랑방(제주책방),제주특별자치도 제주시 관덕로17길 27-1,2023,02,78,9,7,15,18,13,11,5
c1,관광지,제주성지,제주특별자치도 제주시 오현길 61,2023,02,46,7,5,12,3,5,5,9
c1,관광지,제주세계자연유산센터,제주특별자치도 제주시 조천읍 선교로 569-36(선흘리 478),2023,02,112,20,12,31,18,7,9,15
c1,관광지,제주센트럴파크,제주특별자치도 제주시 조천읍 비자림로 606,2023,02,209,33,25,37,34,21,27,32
c1,관광지,제주스쿠터여행,제주시 서광로 164,2023,02,64,10,11,9,5,11,5,13
c1,관광지,제주승마공원,제주특별자치도 제주시 애월읍 녹고메길 152-1,2023,02,149,11,20,30,24,12,21,31
c1,관광지,제주시 충혼묘지 4·3추모비(박진경 추도비),제주특별자치도 제주시 노형동 산 19-2,2023,02,32,4,4,5,5,5,4,5
c1,관광지,제주신화전설탐방로,제주특별자치도 서귀포시 안덕면 녹차분재로 218,2023,02,84,8,10,16,15,15,8,12
c1,관광지,제주실탄사격장,제주특별자치도 서귀포시 소보리당로 164번길 62(상예동),2023,02,276,49,36,40,37,30,46,38
c1,관광지,제주아리랑 NEW 혼,제주특별자치도 서귀포시 표선면 번영로 2564-21,2023,02,183,24,21,25,29,39,19,26
c1,관광지,제주아트서커스,제주특별자치도 서귀포시 안덕면 동광로 214,2023,02,751,114,111,123,123,95,85,100
c1,관광지,제주아트센터,제주특별자치도 제주시 오남로 231,2023,02,66,9,7,9,7,12,16,6
c1,관광지,제주안전체험관,제주특별자치도 제주시 애월읍 평화로 1885,2023,02,71,10,10,23,5,9,8,6
c1,관광지,제주양떼목장,제주특별자치도 제주시 애월읍 도치돌길 289-13,2023,02,129,14,18,35,13,20,16,13
c1,관광지,제주어울림감귤체험농장,제주특별자치도 서귀포시 성산읍 서성일로 809,2023,02,135,15,17,23,21,17,16,26
c1,관광지,제주에코승마장(구.제주승마장),제주특별자치도 제주시 조천읍 교래리 39-3번지 (비자림로 1065),2023,02,68,18,8,7,11,10,7,7
c1,관광지,제주여가마을,제주특별자치도 제주시 조천읍 조와로 360,2023,02,75,13,7,22,9,6,9,9
c1,관광지,제주오렌지,제주특별자치도 서귀포시 남원읍 서성로 684-5,2023,02,55,4,6,15,9,4,8,9
c1,관광지,제주오름승마랜드,조천읍 번영로 1734-15,2023,02,65,10,9,11,8,9,5,13
c1,관광지,제주올레 1-1코스,제주특별자치도 제주시 우도면 연평리 2473-1,2023,02,58,7,11,8,14,6,2,10
c1,관광지,제주올레 10-1코스,제주특별자치도 서귀포시 대정읍 가파리 298,2023,02,98,10,23,16,11,14,11,13
c1,관광지,제주올레 10코스,제주특별자치도 서귀포시 대정읍 상모리 산 2-27,2023,02,251,47,41,28,32,35,36,32
c1,관광지,제주올레 11코스,제주특별자치도 서귀포시 대정읍 동일리 3168,2023,02,70,11,8,6,20,8,8,9
c1,관광지,제주올레 12코스,제주특별자치도 서귀포시 대정읍 신도리 2883-2,2023,02,83,11,9,19,11,13,13,7
c1,관광지,제주올레 13코스,제주특별자치도 제주시 한경면 조수리 2137-2,2023,02,51,7,8,14,7,4,9,2
c1,관광지,제주올레 14-1코스,제주특별자치도 서귀포시 안덕면 서광리 산 50-22,2023,02,82,12,7,9,11,18,10,15
c1,관광지,제주올레 14코스,제주특별자치도 제주시 한림읍 월령리 산 9-15,2023,02,85,9,14,17,12,13,9,11
c1,관광지,제주올레 15-A코스,제주특별자치도 제주시 애월읍 납읍리 2695-5,2023,02,76,12,14,11,14,10,6,9
c1,관광지,제주올레 15-B코스,제주특별자치도 제주시 한림읍 한림해안로 192,2023,02,84,10,10,10,12,9,15,18
c1,관광지,제주올레 16코스,제주특별자치도 제주시 애월읍 고내리 1111-2,2023,02,68,12,9,14,13,6,6,8
c1,관광지,제주올레 17코스,제주특별자치도 제주시 도두1동 2612-1,2023,02,172,28,21,35,35,25,11,17
c1,관광지,제주올레 18-1코스,제주특별자치도 제주시 추자면 묵리 산 133,2023,02,62,8,6,10,9,10,11,8
c1,관광지,제주올레 18코스,제주특별자치도 제주시 삼양1동 1131-2,2023,02,166,13,25,24,26,36,14,28
c1,관광지,제주올레 19코스,제주특별자치도 제주시 조천읍 조천리 1142,2023,02,130,20,13,37,12,18,15,15
c1,관광지,제주올레 1코스,제주특별자치도 서귀포시 성산읍 오조리 396-1,2023,02,367,63,54,55,45,50,43,57
c1,관광지,제주올레 20코스,제주특별자치도 제주시 구좌읍 행원동길 22,2023,02,71,9,11,16,8,11,6,10
c1,관광지,제주올레 21코스,제주특별자치도 제주시 구좌읍 하도리 3204-1,2023,02,73,14,10,10,17,7,8,7
c1,관광지,제주올레 2코스,제주특별자치도 서귀포시 성산읍 고성리 2563-3,2023,02,145,13,30,26,12,20,20,24
c1,관광지,제주올레 3코스,제주특별자치도 서귀포시 표선면 하천리 87-1,2023,02,117,12,14,19,16,21,19,16
c1,관광지,제주올레 4코스,제주특별자치도 서귀포시 남원읍 태흥리 200-2,2023,02,141,21,17,21,24,13,19,26
c1,관광지,제주올레 5코스,제주특별자치도 서귀포시 남원읍 남태해안로 140,2023,02,172,29,31,23,26,22,19,22
c1,관광지,제주올레 6코스,제주특별자치도 서귀포시 보목동 1377-4,2023,02,176,24,39,33,17,15,32,16
c1,관광지,제주올레 7-1코스,제주특별자치도 서귀포시 서호동 553-1,2023,02,71,6,11,11,10,11,13,9
c1,관광지,제주올레 7코스,제주특별자치도 서귀포시 서홍동 795-1,2023,02,457,90,69,69,56,56,62,55
c1,관광지,제주올레 8코스,제주특별자치도 서귀포시 예래해안로 256,2023,02,205,31,30,23,34,31,33,23
c1,관광지,제주올레 9코스,제주특별자치도 서귀포시 안덕면 감산리 982-2,2023,02,112,15,16,26,18,8,15,14
c1,관광지,제주우리병원,제주특별자치도 제주시 중앙로 373,2023,02,102,14,13,12,15,24,15,9
c1,관광지,제주워터월드,제주특별자치도 서귀포시 월드컵로 33,2023,02,61,8,5,16,11,8,5,8
c1,관광지,제주유리박물관,제주특별자치도 서귀포시 중산간서로 1403,2023,02,154,21,23,38,24,18,17,13
c1,관광지,제주유리의성,제주특별자치도 제주시 한경면 녹차분재로 462,2023,02,427,89,58,70,49,53,59,49
c1,관광지,제주인디,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,2023,02,39,4,6,9,5,5,6,4
c1,관광지,제주잠수함(국제리더스클럽),제주특별자치도 제주시 조천읍 조함해안로 321-21,2023,02,71,4,4,17,13,13,6,14
c1,관광지,제주절물자연휴양림,제주특별자치도 제주시 명림로 584,2023,02,539,86,76,98,75,74,67,63
c1,관광지,제주제트,제주특별자치도 서귀포시 대포로 172-5,2023,02,74,5,14,9,13,14,11,8
c1,관광지,제주조천스위스마을,제주특별자치도 제주시 조천읍 함와로 566-27,2023,02,529,99,92,81,74,60,62,61
c1,관광지,제주중앙성당,제주특별자치도 제주시 관덕로8길 14,2023,02,87,13,5,12,6,8,18,25
c1,관광지,제주쥬티클럽,제주특별자치도 서귀포시 성산읍 신양로 113,2023,02,21,1,6,6,2,1,3,2
c1,관광지,제주참숯가마찜질방,제주특별자치도 서귀포시 성산읍 삼달로 47,2023,02,349,45,36,35,50,56,59,68
c1,관광지,제주추사관,제주특별자치도 서귀포시 대정읍 추사로 44,2023,02,187,24,18,44,34,20,26,21
c1,관광지,제주친구,제주특별자치도 서귀포시 동홍로 149,2023,02,34,4,5,8,5,5,4,3
c1,관광지,제주카약,제주특별자치도 제주시 조천읍 평사길 19,2023,02,36,8,4,7,2,5,3,7
c1,관광지,제주카트클럽,제주특별자치도 제주시 한림읍 중산간서로 3853,2023,02,314,37,40,50,48,40,44,55
c1,관광지,제주커피박물관 바움 Baum,제주특별자치도 서귀포시 성산읍 서성일로1168번길 89-17,2023,02,180,29,23,40,27,26,17,18
c1,관광지,제주컨트리클럽,제주특별자치도 제주시 영평동 2263-5,2023,02,19,2,1,6,3,4,1,2
c1,관광지,제주특별자치도 도립미술관,제주특별자치도 제주시 1100로 2894-78,2023,02,328,61,42,66,42,43,40,34
c1,관광지,제주펫,제주특별자치도 서귀포시 남원읍 한신로531번길 22-3,2023,02,55,5,5,12,7,10,8,8
c1,관광지,제주평화박물관(전쟁평화박물관)[휴관중],제주시 한경면 청수서5길 63,2023,02,218,35,31,37,26,22,41,26
c1,관광지,제주플래티늄카라반,제주시 애월읍 하귀미수포길 5-8,2023,02,47,1,2,12,10,6,9,7
c1,관광지,제주하늘을날다(패러글라이딩),제주특별자치도 제주시 도남로17길 32 영산홍아파트 가동,2023,02,146,12,20,26,18,30,22,18
c1,관광지,제주한라병원,제주특별자치도 제주시 도령로 65,2023,02,67,10,5,13,9,12,8,10
c1,관광지,제주항공우주박물관,제주특별자치도 서귀포시 안덕면 녹차분재로 218 항곡우주박물관,2023,02,327,55,49,45,46,51,34,47
c1,관광지,제주항일기념관,제주특별자치도 제주시 조천읍 신북로 303,2023,02,27,2,3,11,3,2,2,4
c1,관광지,제주해양동물박물관,제주특별자치도 서귀포시 성산읍 서성일로 689-21,2023,02,240,31,23,46,36,39,29,36
c1,관광지,제주해양레저,제주특별자치도 서귀포시 중문관광로 192,2023,02,45,6,7,8,10,7,4,3
c1,관광지,제주해양레저파크,제주특별자치도 서귀포시 예래해안로 97,2023,02,57,7,6,14,11,9,4,6
c1,관광지,제주햇살농원,제주특별자치도 제주시 조천읍 북선로 189,2023,02,33,2,3,9,6,4,2,7
c1,관광지,제주향교,제주특별자치도 제주시 서문로 43,2023,02,35,2,5,11,3,4,6,4
c1,관광지,제주허브동산,제주특별자치도 서귀포시 표선면 돈오름로 170,2023,02,260,38,41,50,30,42,24,35
c1,관광지,제주현대미술관,제주특별자치도 제주시 한경면 저지14길 35,2023,02,224,36,22,41,36,26,30,33
c1,관광지,제주힐CC,제주특별자치도 제주시 516로 2596-117,2023,02,31,2,7,1,5,6,2,8
c1,관광지,제주힐링명상센터,제주특별자치도 제주시 애월읍 어음13길 196,2023,02,229,35,33,38,36,35,24,28
c1,관광지,제지기오름,제주특별자치도 서귀포시 보목동 275-1,2023,02,85,6,15,17,14,10,9,14
c1,관광지,조랑말체험공원,제주특별자치도 서귀포시 표선면 녹산로 381-15,2023,02,153,34,18,30,15,14,25,17
c1,관광지,조선한의원,제주특별자치도 제주시 진군남4길 7-1,2023,02,55,10,7,7,12,7,3,9
c1,관광지,조수리 농어촌체험마을,제주특별자치도 제주시 한경면 조수리,2023,02,38,3,4,4,10,7,6,4
c1,관광지,조안베어뮤지엄,제주특별자치도 서귀포시 대포로 113 (대포동),2023,02,69,11,12,7,10,15,8,6
c1,관광지,조은승마장,제주특별자치도 서귀포시 안덕면 동광로 265-14,2023,02,138,25,15,18,24,19,18,19
c1,관광지,조이다이브,서귀포시 중산간동로 83838,2023,02,35,6,3,7,5,5,3,6
c1,관광지,조일구락부 옛터,제주특별자치도 제주시 관덕로2길 11,2023,02,19,0,5,1,3,4,2,4
c1,관광지,조천만세동산,제주특별자치도 제주시 조천읍 조천리 1133-2,2023,02,115,21,28,18,16,17,6,9
c1,관광지,조천비석거리,제주특별자치도 제주시 조천읍 조천리,2023,02,33,3,5,10,5,3,3,4
c1,관광지,조천중학원 옛터,제주특별자치도 제주시 조천읍 신북로 264,2023,02,28,4,1,7,3,8,2,3
c1,관광지,조천함덕해안도로,제주특별자치도 제주시 조천읍 조천8길 14-1,2023,02,127,12,23,17,21,17,16,21
c1,관광지,조함해안도로,제주특별자치도 제주시 조천읍 조천리 3037-3,2023,02,41,2,4,7,8,8,4,8
c1,관광지,족은노꼬메오름,제주특별자치도 제주시 애월읍 유수암리,2023,02,79,12,9,12,14,7,13,12
c1,관광지,족은바리메,제주특별자치도 제주시 애월읍 상가리 산 124,2023,02,25,2,4,6,5,1,4,3
c1,관광지,족은사슴이오름,제주특별자치도 서귀포시 표선면 녹산로 536,2023,02,28,3,3,8,3,5,4,2
c1,관광지,존자암지,제주특별자치도 서귀포시 영실로 243,2023,02,46,8,2,8,3,6,8,11
c1,관광지,종남마을,제주특별자치도,2023,02,39,4,4,10,7,5,4,5
c1,관광지,종달고망난돌쉼터,제주 제주시 구좌읍 종달리 112-4,2023,02,70,8,6,20,10,12,6,8
c1,관광지,종달리수국길,제주특별자치도 제주시 구좌읍 해맞이해안로 2121,2023,02,173,17,29,29,25,21,34,18
c1,관광지,종달리전망대,제주특별자치도 제주시 구좌읍 해맞이해안로 2196,2023,02,76,8,4,15,16,12,11,10
c1,관광지,종달리해변,제주특별자치도 제주시 구좌읍 종달리 565-72,2023,02,74,10,8,16,14,6,9,11
c1,관광지,종달리해안도로,제주특별자치도 제주시 구좌읍 종달리 630-1,2023,02,139,19,26,21,21,15,11,26
c1,관광지,좌보미오름,제주특별자치도 서귀포시 표선면 성읍리 산 6,2023,02,43,3,5,9,7,7,6,6
c1,관광지,주상절리대(중문대포해안),제주특별자치도 서귀포시 이어도로 36-30,2023,02,1357,215,199,188,213,205,148,189
c1,관광지,주정공장(동척회사) 옛터,제주특별자치도 제주시 임항로 111 (건입동)일대,2023,02,56,7,8,6,9,11,8,7
c1,관광지,중문골프장,제주특별자치도 서귀포시 중문관광로72번길 60 (색달동),2023,02,29,3,6,9,3,4,2,2
c1,관광지,중문관광단지,제주특별자치도 서귀포시 중문관광로72번길 35,2023,02,572,101,90,98,94,66,61,62
c1,관광지,중문리 신사터,제주특별자치도 서귀포시 천제연로 149,2023,02,33,4,6,9,5,4,2,3
c1,관광지,중문미로파크,제주특별자치도 서귀포시 일주서로 1225-5,2023,02,383,32,69,65,58,58,40,61
c1,관광지,중문색달해변(해산물),제주특별자치도 서귀포시 중문관광로72번길 114,2023,02,68,11,9,13,14,10,4,7
c1,관광지,중문색달해수욕장,제주특별자치도 서귀포시 중문관광로72번길 29-51,2023,02,683,98,94,131,106,87,87,80
c1,관광지,중문승마공원,제주특별자치도 서귀포시 이어도로 244,2023,02,68,7,8,15,11,8,10,9
c1,관광지,중문카라반,제주특별자치도 서귀포시 이어도로 81,2023,02,43,5,7,10,6,5,3,7
c1,관광지,중문컨트리클럽,제주특별자치도 서귀포시 중문관광로72번길 60,2023,02,33,2,4,7,4,5,6,5
c1,관광지,중앙병원,제주특별자치도 제주시 월랑로 91,2023,02,78,8,15,17,10,9,6,13
c1,관광지,중엄리새물,제주특별자치도 제주시 애월읍 애월해안로 10-2,2023,02,48,5,6,10,8,9,3,7
c1,관광지,지그리오름,제주특별자치도 제주시 조천읍 교래리 산 137-1,2023,02,34,7,8,6,6,1,3,3
c1,관광지,지그리오름 (큰지그리),제주특별자치도 제주시 조천읍 남조로 2023,2023,02,32,3,8,8,5,0,3,5
c1,관광지,지미봉,제주특별자치도 제주시 구좌읍 종달로1길 91-16,2023,02,328,26,70,19,131,40,25,17
c1,관광지,지포뮤지엄,제주특별자치도 서귀포시 성산읍 섭지코지로 107,2023,02,117,15,12,26,26,14,9,15
c1,관광지,진빌레 밭담길,제주특별자치도 제주시 구좌읍 월정리 1400-14,2023,02,86,10,16,18,8,13,9,12
c1,관광지,진아영 할머니 집터,제주특별자치도 제주시 한림읍 월령1길 22,2023,02,120,14,24,23,25,5,14,15
c1,관광지,질그랭이센터,제주특별자치도 제주시 구좌읍 세평항로 46-9,2023,02,180,25,25,29,36,26,13,26
c1,관광지,차귀도,제주특별자치도 제주시 한경면 고산리 125,2023,02,330,56,50,60,43,45,38,38
c1,관광지,차귀도요트,제주특별자치도 제주시 한경면 한경해안로 156 2층,2023,02,36,2,4,10,5,5,5,5
c1,관광지,차귀도유람선,제주특별자치도 제주시 한경면 노을해안로 1163 차귀도유람선,2023,02,147,27,21,21,13,29,20,16
c1,관광지,참굴비조형물,제주특별자치도 제주시 추자면 묵리 산 131-1,2023,02,19,2,3,3,3,3,3,2
c1,관광지,참살이마을 명도암 농어촌체험마을,제주시 명림로 268-71,2023,02,101,9,9,21,23,23,6,10
c1,관광지,창고천생태공원,제주특별자치도 서귀포시 안덕면 일주서로 1524,2023,02,55,12,7,8,4,7,8,9
c1,관광지,천아숲길 천아계곡,제주특별자치도 제주시 애월읍 봉성리 산 1,2023,02,97,17,20,19,10,9,10,12
c1,관광지,"천아오름(틍낭오름,天娥岳)",제주특별자치도 제주시 애월읍 산록서로 678-207,2023,02,33,4,8,10,3,2,3,3
c1,관광지,천왕사,제주특별자치도 제주시 1100로 2528-111,2023,02,193,29,16,33,30,25,30,30
c1,관광지,천제연폭포,제주특별자치도 서귀포시 천제연로 132(중문동),2023,02,1148,164,190,168,167,167,150,142
c1,관광지,천제연폭포 & 제주4.3중문면희생자위령비,제주특별자치도 서귀포시 천제연로 132,2023,02,44,2,11,9,7,6,7,2
c1,관광지,천주교 순례길 - 김기량길,제주특별자치도 제주시 조천읍 조천2길 19,2023,02,51,7,5,8,8,8,10,5
c1,관광지,천주교 순례길 - 김대건길,제주특별자치도 제주시 한경면 고산로 6-3,2023,02,118,17,21,13,6,32,15,14
c1,관광지,천주교 순례길 - 신축화해길,제주특별자치도 제주시 관덕로8길 14,2023,02,33,0,9,10,2,3,3,6
c1,관광지,천주교 순례길 - 하논성당길,제주특별자치도 서귀포시 태평로 398,2023,02,50,7,5,9,6,5,3,15
c1,관광지,천주교길 정난주길(고통의길),제주특별자치도 서귀포시 대정읍 추사로247번길 102,2023,02,62,11,8,6,6,15,9,7
c1,관광지,천지연기정길,제주특별자치도서귀포시 서귀동 961-33,2023,02,44,5,6,9,7,7,5,5
c1,관광지,천지연폭포,제주특별자치도 서귀포시 남성중로 2-15,2023,02,3564,575,470,544,534,495,435,511
c1,관광지,청수곶자왈,제주특별자치도 제주시 한경면 대한로 1036,2023,02,105,10,17,20,16,18,12,12
c1,관광지,청수성결교회,제주특별자치도 제주시 한경면 대한로 1067,2023,02,83,7,11,12,17,9,8,19
c1,관광지,청초밭영농조합법인,제주특별자치도 서귀포시 표선면 성읍이리로57번길 34,2023,02,102,16,15,14,16,10,20,11
c1,관광지,초콜릿랜드,제주특별자치도 서귀포시 중문관광로110번길 15,2023,02,146,21,17,29,20,24,14,21
c1,관광지,초콜릿박물관,제주특별자치도 서귀포시 대정읍 일주서로3000번길 144,2023,02,361,44,61,62,50,50,45,49
c1,관광지,최영장군사당,제주특별자치도 제주시 추자면 대서3길 10,2023,02,75,6,12,12,20,7,10,8
c1,관광지,추사 유배길 - 1코스 집념의 길,제주특별자치도 서귀포시 대정읍 추사로 44,2023,02,55,12,11,7,6,7,5,7
c1,관광지,추사 유배길 - 2코스 인연의 길,제주특별자치도 제주시 한경면 낙수로 228-9,2023,02,44,4,15,6,7,3,3,6
c1,관광지,추사 유배길 - 3코스 사색의 길,제주특별자치도 서귀포시 안덕면 향교로 165-17,2023,02,39,7,9,3,5,5,5,5
