CL_CD,CL_NM,AREA_NM,ADDR,BASE_YEAR,BASE_MT,ALL_TOTAL_CO,MON_VIEWS_CO,TUES_VIEWS_CO,WED_VIEWS_CO,THUR_VIEWS_CO,FRI_VIEWS_CO,SAT_VIEWS_CO,SUN_VIEWS_CO
c1,관광지,노리매공원,제주특별자치도 서귀포시 대정읍 중산간서로 2260-15,2023,06,212,36,32,29,43,36,16,20
c1,관광지,노을승마장,제주특별자치도 제주시 우도면 우도해안길 406-1,2023,06,87,18,7,13,15,7,12,15
c1,관광지,노을해안1014,제주특별자치도 제주시 한경면 노을해안로 1014,2023,06,138,20,13,19,23,20,20,23
c1,관광지,노을해안로,제주특별자치도 서귀포시 대정읍 노을해안로 24,2023,06,137,17,14,20,23,21,21,21
c1,관광지,노형수퍼마켙,제주특별자치도 제주시 노형로 89,2023,06,378,62,44,64,73,70,22,43
c1,관광지,녹산로유채꽃길,제주특별자치도 서귀포시 표선면 가시리 산 87-15,2023,06,189,26,29,22,34,25,25,28
c1,관광지,논짓물,제주특별자치도 서귀포시 하예동,2023,06,2094,328,260,264,294,307,209,432
c1,관광지,놀멍쉬멍고르멍(애견카페),제주특별자치도 서귀포시 현청로 51,2023,06,46,11,5,6,6,8,7,3
c1,관광지,놀자개,제주특별자치도 제주시 오광로 143,2023,06,41,8,7,4,8,6,7,1
c1,관광지,농개,제주특별자치도 서귀포시 성산읍 환해장성로111번길 4,2023,06,76,9,7,8,14,16,8,14
c1,관광지,높은오름,제주특별자치도 제주시 구좌읍 송당리 산 213-1,2023,06,57,10,11,8,9,6,8,5
c1,관광지,누운오름(한림읍),제주특별자치도 제주시 한림읍 금악리 188-2,2023,06,49,10,4,10,5,8,3,9
c1,관광지,누웨마루거리(구 바오젠),제주특별자치도 제주시 신광로 47,2023,06,180,23,24,25,41,20,28,19
c1,관광지,눈물의십자가,제주특별자치도 제주시 추자도,2023,06,77,18,7,11,14,8,10,9
c1,관광지,느지리오름(망오름),제주특별자치도 제주시 한림읍 상명리 산 5,2023,06,64,8,6,8,12,12,9,9
c1,관광지,니모스토리,제주특별자치도 제주시 구좌읍 김녕로17길 33-1,2023,06,5,1,2,0,1,1,0,0
c1,관광지,다끄네포구(용담포구),제주특별자치도 제주시 용담3동,2023,06,95,17,9,15,7,16,13,18
c1,관광지,다랑쉬굴,제주특별자치도 제주시 구좌읍 세화리 2608-6,2023,06,274,18,21,24,105,70,13,23
c1,관광지,다랑쉬마을,제주특별자치도 제주시 구좌읍 다랑쉬로 406-25,2023,06,77,14,10,9,17,9,7,11
c1,관광지,다랑쉬오름(월랑봉),제주특별자치도 제주시 구좌읍 세화리 2705,2023,06,728,128,93,92,141,115,72,87
c1,관광지,다려도,제주특별자치도 제주시 조천읍 북촌리,2023,06,84,13,7,10,19,21,9,5
c1,관광지,다이나믹메이즈,제주특별자치도 서귀포시 표선면 번영로 2644,2023,06,462,73,89,61,71,55,49,64
c1,관광지,단산(바굼지오름),제주특별자치도 서귀포시 안덕면 향교로 165-23,2023,06,118,21,16,14,18,16,15,18
c1,관광지,단산과 방사탑,제주특별자치도 제주시 조천읍 신흥로1길 25,2023,06,39,9,6,5,6,2,6,5
c1,관광지,달다제주,제주특별자치도 제주시 조천읍 조함해안로 9,2023,06,17,3,3,3,1,3,2,2
c1,관광지,닭머르해안길,제주특별자치도 제주시 조천읍 신촌북3길 62-1,2023,06,645,107,99,92,88,91,86,82
c1,관광지,답다니 탑망대 (하트원담),제주특별자치도 제주시 우도면 연평리 798,2023,06,110,26,10,16,21,16,11,10
c1,관광지,"당산봉(당오름,차귀오름)",제주특별자치도 제주시 한경면 고산리 산 15,2023,06,125,19,13,10,32,22,13,16
c1,관광지,당오름,제주특별자치도 제주시 구좌읍 송당리 산 199-1,2023,06,52,11,6,10,6,7,9,3
c1,관광지,당오름(안덕면),제주특별자치도 서귀포시 안덕면 동광리 산 68-1,2023,06,50,5,7,8,9,7,7,7
c1,관광지,당오름(한경면),제주특별자치도 제주시 한경면 용수리 산 18,2023,06,52,11,4,5,12,7,7,6
c1,관광지,당케산물(당케포구),제주특별자치도 서귀포시 표선면 표선당포로,2023,06,82,16,11,13,12,6,9,15
c1,관광지,대림리선돌,제주특별자치도 제주시 한림읍 대림리,2023,06,30,6,7,5,5,1,3,3
c1,관광지,"대수산봉(큰물뫼,물미오름)",제주특별자치도 서귀포시 성산읍 고성리 2039-1,2023,06,38,9,4,4,9,2,6,4
c1,관광지,대수포구,제주특별자치도 제주시 한림읍 수원리 1027-7,2023,06,26,4,2,5,4,3,3,5
c1,관광지,"대왕산 (왕뫼, 왕메, 왕미)",제주특별자치도 서귀포시 성산읍 수산리 1429,2023,06,24,6,2,6,4,2,3,1
c1,관광지,대유ATV수렵사격랜드,제주특별자치도 서귀포시 상예로 381,2023,06,98,20,13,16,15,16,8,10
c1,관광지,대장금촬영지(제주민속촌),제주특별자치도 서귀포시 표선면 민속해안로 631-34,2023,06,118,16,14,24,24,14,15,11
c1,관광지,대정면 4.3사건 위령비,제주특별자치도 서귀포시 대정읍 동일하모로 158-3,2023,06,34,5,5,6,6,4,4,4
c1,관광지,대정해변(하모해변),제주특별자치도 서귀포시 대정읍 하모리,2023,06,133,15,18,20,21,21,19,19
c1,관광지,대정향교,제주특별자치도 서귀포시 안덕면 향교로 165-17,2023,06,98,13,17,14,15,15,10,14
c1,관광지,대정현역사자료전시관,제주특별자치도 서귀포시 대정읍 상모대서로 17,2023,06,40,8,2,6,11,2,6,5
c1,관광지,대평포구,제주특별자치도 서귀포시 안덕면 감천로190번길 9-62-2,2023,06,119,17,17,15,23,13,14,20
c1,관광지,대포포구,제주특별자치도 서귀포시 대포로,2023,06,55,7,9,7,12,7,5,8
c1,관광지,대한민국최남단기념비/ 마라도 기념비,제주특별자치도 서귀포시 대정읍 마라로 131,2023,06,99,17,10,14,23,16,7,12
c1,관광지,댕댕놀이터,제주특별자치도 제주시 도근내길 56,2023,06,42,3,5,7,5,11,5,6
c1,관광지,댕댕샤워,제주특별자치도 제주시 애월읍 하귀9길 54-8,2023,06,37,6,3,5,4,6,6,7
c1,관광지,더 플래닛(THE PLANET),제주특별자치도 서귀포시 천제연로 70,2023,06,103,15,20,11,15,18,9,15
c1,관광지,"더럭초등학교(구, 더럭분교)",제주특별자치도 제주시 애월읍 하가로 195,2023,06,270,40,29,32,53,43,29,44
c1,관광지,더마카트,제주특별자치도 제주시 한림읍 월림7길 155,2023,06,117,25,13,20,16,15,14,14
c1,관광지,더마파크,제주특별자치도 제주시 한림읍 월림7길 155,2023,06,555,78,80,66,114,105,59,53
c1,관광지,더펫츠,제주특별자치도 제주시 1100로 3124,2023,06,52,10,7,8,6,7,10,4
c1,관광지,더힐하우스스파,제주특별자치도 제주시 한림읍 한창로 925-122,2023,06,63,11,8,6,12,9,7,10
c1,관광지,덕천곤충영농조합,제주특별자치도 제주시 구좌읍 중산간동로 1875,2023,06,17,3,2,4,2,2,2,2
c1,관광지,덕천리 팔자 좋아 길,제주특별자치도 제주시 구좌읍 중산간동로,2023,06,82,12,8,15,12,16,9,10
c1,관광지,뎁스원 프리다이빙센터,제주특별자치도 제주시 한림읍 한림로 375,2023,06,4,1,0,2,0,1,0,0
c1,관광지,도곤도곤 애견미용실,제주특별자치도 제주시 성신로1길 21,2023,06,40,5,6,6,7,6,5,5
c1,관광지,도그앤캣,제주특별자치도 서귀포시 홍중로 119-2  601동 107호,2023,06,34,7,3,4,4,5,6,5
c1,관광지,도도펫,제주특별자치도 제주시 우령8길 63-16,2023,06,30,6,4,4,5,3,4,4
c1,관광지,도두동 무지개 해안도로,제주특별자치도 제주시 도두1동,2023,06,1058,161,152,161,191,154,101,138
